Order,Index,Topic,Argument,Words,Agreement,Emotions,New
26,56,Do electronic devices help or hurt children's development?,Electronic devices help differently abled children read and write like other kids,12,73.01205,66.0241,1
27,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,99.51807,95.06024,1
28,112,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation is absorbed more by children's brains than by adult's brains,13,62.53012,56.62651,0
29,155,Is modern technology a disadvantage to society?,Technologically backwards countries have no power on the global stage,10,8.6747,18.19277,0
30,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,13.25301,21.08434,0
31,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,17.71084,38.55422,0
32,249,Should all drugs be legalised?,Drugs should remain banned because they are detrimental to the health of those who use them,16,99.39759,92.16867,1
33,152,Is modern technology a disadvantage to society?,"Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,22.89157,28.19277,0
34,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,15.06024,21.3253,0
35,222,Should the use of plastic be avoided?,"Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,40.12048,44.93976,0
36,134,Is social media helping or harming human relationships?,Social media is shown to induce depression in individuals,9,78.6747,71.08434,1
37,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,60.72289,57.83133,0
38,150,Is modern technology a disadvantage to society?,"Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,77.71084,70.60241,1
39,188,Should religion be involved in politics?,The involvement of religion in politics is necessary to ensure laws and policies are ethical,15,31.80723,36.14458,0
40,228,Should the use of plastic be avoided?,Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to,16,37.10843,44.33735,0
41,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,87.95181,82.89157,1
42,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,73.13253,67.95181,1
43,233,Will man-made climate change cause human extinction?,"Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,84.45783,78.55422,1
44,190,Should religion be involved in politics?,"Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,11.56627,21.20482,0
45,213,Is Eating Meat Wrong?,Vegetarian diets directly and indirectly contribute to better health outcomes for all humans,13,7.71084,20.72289,0
46,138,Should lottery be an integral component of democratic political systems?,Politicians elected via lottery would be better at their job,10,1.68675,20.24096,0
47,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,76.74699,71.44578,1
48,287,Should we adapt to climate change rather than avert it?,It is impossible to stop climate change and its impacts,10,78.07229,73.25301,1
49,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,28.07229,42.04819,0
50,49,Did a divine being create the universe?,Science offers alternative explanations for the origin of the universe,10,96.98795,91.3253,1
51,180,Should animal testing be banned?,Animal testing is an effective method of testing products,9,78.79518,72.40964,1
52,281,Should there be no limit to freedom of speech?,"One person's freedom ends where another's begins: offensive, threatening speech should be illegal",13,100.0,91.20482,1
53,289,Should we adapt to climate change rather than avert it?,"Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,85.06024,81.56627,1
54,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,72.04819,69.15663,1
55,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,13.49398,23.01205,0
56,176,Should abortion be considered murder?,Equating abortion with murder would cause women to use unsafe methods and put their lives at risk,17,89.51807,83.37349,1
57,175,Should abortion be considered murder?,"A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,50.0,50.0,1
58,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,66.86747,59.75904,1
59,214,Is Eating Meat Wrong?,Ending the production of meat will be necessary in order to meet the growing food needs of the world's population,20,2.6506,15.3012,0
60,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,96.74699,93.85542,1
61,156,Is modern technology a disadvantage to society?,Many societies would not be possible without modern technology - especially large urbanized societies,14,91.20482,81.20482,1
62,130,Is social media helping or harming human relationships?,"Social media has made it easier to communicate, improving the quality of communication",13,91.20482,84.81928,1
63,290,Should we adapt to climate change rather than avert it?,"If we decide to adapt to climate change, then we will lose the ability to avert it",17,66.50602,60.96386,1
64,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,12.89157,27.59036,0
65,242,Will man-made climate change cause human extinction?,Man-made carbon emissions are likely to protect humans from another ice age,12,16.50602,26.74699,0
66,47,Did a divine being create the universe?,Many complex phenomena and interactions in the universe indicate the work of a creator,14,0.12048,1.20482,0
67,232,Will man-made climate change cause human extinction?,"If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,63.9759,56.26506,1
68,161,Should some people feel obliged to change their lifestyle to combat global warming?,People in today's society should change their lifestyles because the quality of life of future generations is equally important,19,50.0,50.0,1
69,50,Did a divine being create the universe?,Observations have dwindled for God's creative power as humanity has advanced,11,41.56627,41.20482,0
70,177,Should animal testing be banned?,There are preferable alternatives to animal testing that are more accurate and humane,13,23.37349,33.73494,0
71,121,Is Science Akin To Religion?,Science and religion both need belief in something that you do not personally understand to function,16,73.49398,66.38554,1
72,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,26.26506,34.93976,0
73,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,33.37349,39.39759,0
74,212,Is Eating Meat Wrong?,"Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,1.44578,15.78313,0
75,220,Should the use of plastic be avoided?,"The less plastic we use, the less plastic pollution there will be",12,65.66265,64.33735,1
76,140,Should lottery be an integral component of democratic political systems?,"There would be less corruption as every time the lottery happens, all the corruption would leave",16,13.13253,19.03614,0
77,23,Are Humans fundamentally different from other animals?,Humans have a sense of self-awareness and individual identity,9,100.0,86.74699,1
78,24,Are Humans fundamentally different from other animals?,Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness,16,98.79518,91.68675,1
79,107,Is it ethically wrong to watch pornography?,"Watching pornography contributes to human rights abuses, including gender inequality",10,26.0241,29.51807,0
80,162,Should some people feel obliged to change their lifestyle to combat global warming?,People living in privileged positions have a moral responsibility to change their lifestyles,13,63.73494,59.51807,1
81,184,Should nuclear energy replace fossil fuels?,There is a concern in nuclear reactor safety and potential disaster to stakeholders,13,69.15663,64.33735,1
82,149,Is modern technology a disadvantage to society?,Relying too heavily on technology makes a society vulnerable,9,50.0,50.0,1
83,246,Should all drugs be legalised?,"If drugs were legalised, the drug trade would be less able to fuel serious crime",15,89.15663,82.40964,1
84,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,28.55422,37.46988,0
85,59,Do electronic devices help or hurt children's development?,Using devices in school can negatively affect children's grades,9,97.10843,90.72289,1
86,158,Should some people feel obliged to change their lifestyle to combat global warming?,Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale,19,77.22892,73.13253,1
87,37,Is Darwinian Evolution Philosophy or Science?,Darwin's theory has logical flaws and is therefore hardly in the realm of science,14,69.27711,65.3012,1
88,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,79.03614,59.75904,1
89,31,Is Darwinian Evolution Philosophy or Science?,No single example of evolution has ever been documented,9,33.73494,50.0,0
90,237,Will man-made climate change cause human extinction?,Evidences and statistics suggest that actions taken by us are enough to deal with major climate change,17,31.3253,40.60241,0
91,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,89.03614,83.13253,1
92,151,Is modern technology a disadvantage to society?,We are unable to enjoy the present moments in our life due to technology,14,6.38554,15.18072,0
93,62,Do electronic devices help or hurt children's development?,Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative,17,33.13253,41.08434,0
94,164,Pro-Life vs Pro-Choice: Should Abortion be Legal?,People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies,21,17.83133,36.74699,0
95,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,75.18072,70.96386,1
96,153,Is modern technology a disadvantage to society?,Our society is changing at a pace that must be matched by technological development to prevent disaster,17,87.59036,79.63855,1
97,126,Is Science Akin To Religion?,"Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,25.78313,32.16867,0
98,247,Should all drugs be legalised?,Using drugs can be an important and positive experience for individuals and communities,13,0.0,0.0,0
99,60,Do electronic devices help or hurt children's development?,Devices can negatively affect children's social and psychological development,9,71.92771,69.63855,1
100,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,73.13253,66.38554,1
