"Order","Index","Topic","Argument","Words","Agreement","Emotions","New","Fixation.Time"
16,101,"Is it ethically wrong to watch pornography?","Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,60.12048,32.40964,0,4091.77520000003
17,217,"Is Eating Meat Wrong?","Consuming meat is an important part of many cultures and religions",11,50,2.28916,0,1599.48559999996
18,47,"Did a divine being create the universe?","Many complex phenomena and interactions in the universe indicate the work of a creator",14,23.85542,50,0,6008.38799999995
19,50,"Did a divine being create the universe?","Observations have dwindled for God's creative power as humanity has advanced",11,50,50,0,2500.44800000006
20,29,"Are Humans fundamentally different from other animals?","Genetics prove humans are fundamentally very similar to other species",10,84.6988,50,0,2419.32400000002
21,59,"Do electronic devices help or hurt children's development?","Using devices in school can negatively affect children's grades",9,55.18072,50,0,2408.37920000003
22,138,"Should lottery be an integral component of democratic political systems?","Politicians elected via lottery would be better at their job",10,79.15663,69.51807,0,3968.76320000004
23,130,"Is social media helping or harming human relationships?","Social media has made it easier to communicate, improving the quality of communication",13,65.3012,36.50602,0,3133.17439999973
24,229,"Will man-made climate change cause human extinction?","The effects of global warming directly threaten the land and environment that humans need to live",16,73.85542,27.10843,0,3216.46640000003
25,140,"Should lottery be an integral component of democratic political systems?","There would be less corruption as every time the lottery happens, all the corruption would leave",16,68.19277,77.22892,1,6247.65920000017
26,195,"Should Sex Work Be Legal?","The government has no right to outlaw an interaction between consenting adults",12,62.6506,50,0,2199.77760000003
27,290,"Should we adapt to climate change rather than avert it?","If we decide to adapt to climate change, then we will lose the ability to avert it",17,50,50,1,1444.32079999993
28,31,"Is Darwinian Evolution Philosophy or Science?","No single example of evolution has ever been documented",9,37.83133,50,1,2649.52159999998
29,203,"Should the sale of genetically modified food be banned?","A universal ban is not the right approach to addressing any potential problems with genetically modified foods",17,80.48193,36.0241,0,2841.99920000008
30,214,"Is Eating Meat Wrong?","Ending the production of meat will be necessary in order to meet the growing food needs of the world's population",20,70.36145,50,0,4450.09840000002
31,219,"Is Eating Meat Wrong?","Eating meat is a key element of human nature, evolution, and physiology/biology and thus its consumption is inherent to humankind",20,50,9.51807,0,5034.08880000003
32,196,"Should Sex Work Be Legal?","It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,72.89157,34.45783,0,2692.20879999991
33,176,"Should abortion be considered murder?","Equating abortion with murder would cause women to use unsafe methods and put their lives at risk",17,66.62651,13.37349,0,3575.72639999998
34,184,"Should nuclear energy replace fossil fuels?","There is a concern in nuclear reactor safety and potential disaster to stakeholders",13,73.49398,23.37349,0,3875.13679999998
35,54,"Do electronic devices help or hurt children's development?","Devices can benefit parents by offering them greater control over their children's development",13,50,50,1,3049.95919999969
36,107,"Is it ethically wrong to watch pornography?","Watching pornography contributes to human rights abuses, including gender inequality",10,81.44578,15.18072,0,1608.37519999989
37,193,"Should religion be involved in politics?","Involving religion in politics is antithetical to the principles of a secular democratic society",14,88.43373,50,0,3634.51999999979
38,161,"Should some people feel obliged to change their lifestyle to combat global warming?","People in today's society should change their lifestyles because the quality of life of future generations is equally important",19,58.31325,50,0,1749.94000000012
39,242,"Will man-made climate change cause human extinction?","Man-made carbon emissions are likely to protect humans from another ice age",12,50,50,1,3533.63359999989
40,233,"Will man-made climate change cause human extinction?","Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,59.27711,36.26506,1,2708.16720000003
41,155,"Is modern technology a disadvantage to society?","Technologically backwards countries have no power on the global stage",10,82.04819,22.28916,0,1791.72320000012
42,200,"Should the sale of genetically modified food be banned?","Genetically modified foods can be harmful to the environment and ecosystems",11,79.15663,23.25301,0,6628.56560000009
43,221,"Should the use of plastic be avoided?","The less plastic we use, the less plastic we need to produce",12,90.84337,21.3253,0,3823.42000000004
44,123,"Is Science Akin To Religion?","Science is highly dynamic and constantly evolving; religions are usually static and conservatory",13,79.39759,50,0,3550.37520000019
45,136,"Should lottery be an integral component of democratic political systems?","Politics would be more representative under a lottery system",9,76.14458,71.08434,0,3541.24160000024
46,289,"Should we adapt to climate change rather than avert it?","Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,50,31.92771,1,3849.71119999985
47,21,"Are Humans fundamentally different from other animals?","Humans are intellectually superior to other beings on Earth",9,65.42169,50,0,1683.70160000003
48,49,"Did a divine being create the universe?","Science offers alternative explanations for the origin of the universe",10,82.40964,50,0,2049.97679999989
49,180,"Should animal testing be banned?","Animal testing is an effective method of testing products",9,60.12048,0,0,658.676799999957
50,158,"Should some people feel obliged to change their lifestyle to combat global warming?","Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale",19,80.48193,37.83133,0,3166.64319999999
51,202,"Should the sale of genetically modified food be banned?","Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies",12,63.9759,35.90361,0,2266.27919999999
52,112,"Is radiation from cell phones and Wi-Fi harmful?","Cell phone radiation is absorbed more by children's brains than by adult's brains",13,71.08434,20.72289,0,2025.30879999982
53,115,"Is radiation from cell phones and Wi-Fi harmful?","The effects of cell phones and Wi-Fi are minimal at best",11,38.79518,17.10843,0,2950.37920000009
54,245,"Should all drugs be legalised?","The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped",17,97.59036,14.93976,0,2791.47759999993
55,190,"Should religion be involved in politics?","Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,24.09639,31.44578,0,4465.74000000034
56,216,"Is Eating Meat Wrong?","The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate",20,62.28916,4.57831,0,4750.11359999957
57,287,"Should we adapt to climate change rather than avert it?","It is impossible to stop climate change and its impacts",10,39.03614,23.85542,0,3524.03280000004
58,23,"Are Humans fundamentally different from other animals?","Humans have a sense of self-awareness and individual identity",9,83.01205,50,0,3229.02240000002
59,121,"Is Science Akin To Religion?","Science and religion both need belief in something that you do not personally understand to function",16,31.08434,50,1,2783.44560000033
60,198,"Should Sex Work Be Legal?","The legalisation of sex work increases its prevalence, resulting in more harm",12,59.51807,20.84337,1,2927.05599999963
61,220,"Should the use of plastic be avoided?","The less plastic we use, the less plastic pollution there will be",12,87.71084,39.39759,0,1391.76479999989
62,230,"Will man-made climate change cause human extinction?","Animal species have already started to become extinct. Human extinction is likely to follow",14,78.79518,22.77108,0,2775.22799999965
63,249,"Should all drugs be legalised?","Drugs should remain banned because they are detrimental to the health of those who use them",16,60.84337,41.56627,0,2739.89920000034
64,126,"Is Science Akin To Religion?","Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,50,50,1,6009.15839999891
65,166,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","The ability for people to control their own reproduction is fundamental to achieving gender equality",15,84.45783,25.54217,0,3250.1823999997
66,24,"Are Humans fundamentally different from other animals?","Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness",16,63.85542,43.61446,0,4316.56960000016
67,276,"Should there be no limit to freedom of speech?","Isolated speech has zero capacity to inflict physical harm",9,12.89157,37.95181,0,3157.18480000051
68,157,"Is modern technology a disadvantage to society?","Technology has forever changed day-to-day life for the better",9,72.6506,57.95181,0,4975.58639999968
69,113,"Is radiation from cell phones and Wi-Fi harmful?","Cell phone radiation increases the permeability of the blood-brain barrier",10,50.24096,50,1,3450.01040000015
70,232,"Will man-made climate change cause human extinction?","If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,71.92771,27.10843,0,5434.23360000015
71,204,"Should the sale of genetically modified food be banned?","GMOs are more cost effective than unmodified foods, bringing many benefits",11,70.24096,24.93976,0,3266.80240000016
72,213,"Is Eating Meat Wrong?","Vegetarian diets directly and indirectly contribute to better health outcomes for all humans",13,68.6747,50,0,5694.36159999948
73,159,"Should some people feel obliged to change their lifestyle to combat global warming?","Changes to individual lifestyles do not make a difference",9,63.25301,33.01205,0,1016.87760000001
74,281,"Should there be no limit to freedom of speech?","One person's freedom ends where another's begins: offensive, threatening speech should be illegal",13,84.6988,50,0,3808.4823999994
75,237,"Will man-made climate change cause human extinction?","Evidences and statistics suggest that actions taken by us are enough to deal with major climate change",17,38.6747,17.22892,0,3136.63279999967
76,37,"Is Darwinian Evolution Philosophy or Science?","Darwin's theory has logical flaws and is therefore hardly in the realm of science",14,43.85542,50,1,2937.97359999979
77,26,"Are Humans fundamentally different from other animals?","All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,66.62651,50,0,4291.33999999997
78,132,"Is social media helping or harming human relationships?","Social media allows users to connect with more people",9,75.18072,50,0,3591.6608000003
79,280,"Should there be no limit to freedom of speech?","Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies",13,85.18072,26.74699,0,10658.418400001
80,60,"Do electronic devices help or hurt children's development?","Devices can negatively affect children's social and psychological development",9,84.45783,38.6747,0,3183.76080000005
81,288,"Should we adapt to climate change rather than avert it?","Humanity has a long history of successfully adapting to climate change",11,76.14458,50,0,4208.11040000012
82,175,"Should abortion be considered murder?","A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,69.39759,19.87952,0,5284.54719999968
83,117,"Is Science Akin To Religion?","Science and religion are similar in that both have been used to explain the origin of man",17,74.6988,50,0,3591.92479999922
84,212,"Is Eating Meat Wrong?","Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,95.90361,1.44578,0,3767.16959999967
85,177,"Should animal testing be banned?","There are preferable alternatives to animal testing that are more accurate and humane",13,76.26506,32.28916,0,3849.84080000001
86,246,"Should all drugs be legalised?","If drugs were legalised, the drug trade would be less able to fuel serious crime",15,82.6506,50,0,6133.44159999979
87,164,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies",21,83.49398,39.15663,0,4883.30960000004
88,156,"Is modern technology a disadvantage to society?","Many societies would not be possible without modern technology - especially large urbanized societies",14,78.31325,30.24096,0,2683.36879999947
89,56,"Do electronic devices help or hurt children's development?","Electronic devices help differently abled children read and write like other kids",12,68.79518,50,0,4270.19120000012
90,222,"Should the use of plastic be avoided?","Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,81.44578,37.83133,0,6247.06640000001
91,119,"Is Science Akin To Religion?","Science and religion both use personal experience as a means to understand existence",13,33.9759,50,0,2566.80000000016
92,228,"Should the use of plastic be avoided?","Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to",16,65.66265,14.33735,0,4483.68160000013
93,236,"Will man-made climate change cause human extinction?","Climate Change is slow. We can adapt within that timeframe",10,41.08434,50,1,1833.48800000024
94,128,"Is Science Akin To Religion?","There exist many kinds of different religions, some are akin to science, and some are not",16,22.6506,50,1,2632.97840000014
95,199,"Should the sale of genetically modified food be banned?","Genetically modified food endangers the health of people who consume it",11,79.51807,21.20482,0,2675.00800000003
96,150,"Is modern technology a disadvantage to society?","Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,25.78313,50,0,3508.94640000025
97,124,"Is Science Akin To Religion?","Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,83.61446,50,0,4652.04640000034
98,227,"Should the use of plastic be avoided?","As long as it is reusable, there is nothing wrong with plastic",12,64.81928,20.24096,0,1433.44399999979
99,181,"Should nuclear energy replace fossil fuels?","Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency",17,85.78313,50,0,3800.23520000011
100,116,"Is radiation from cell phones and Wi-Fi harmful?","Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,32.16867,33.13253,0,1600.02240000002
