Order,Index,Topic,Argument,Words,Agreement,Emotions,New
64,222,Should the use of plastic be avoided?,"Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,72.6506,71.44578,0
65,143,Should lottery be an integral component of democratic political systems?,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,16,76.50602,14.45783,0
66,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,59.51807,61.80723,1
67,149,Is modern technology a disadvantage to society?,Relying too heavily on technology makes a society vulnerable,9,83.49398,10.72289,0
68,153,Is modern technology a disadvantage to society?,Our society is changing at a pace that must be matched by technological development to prevent disaster,17,21.3253,30.24096,0
69,167,Pro-Life vs Pro-Choice: Should Abortion be Legal?,"If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,12.28916,24.09639,0
70,31,Is Darwinian Evolution Philosophy or Science?,No single example of evolution has ever been documented,9,9.75904,10.96386,0
71,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,60.48193,33.73494,1
72,242,Will man-made climate change cause human extinction?,Man-made carbon emissions are likely to protect humans from another ice age,12,24.6988,10.24096,0
73,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,94.57831,72.28916,0
74,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,49.15663,50.0,0
75,116,Is radiation from cell phones and Wi-Fi harmful?,"Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,50.0,50.0,0
76,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,24.57831,33.37349,0
77,289,Should we adapt to climate change rather than avert it?,"Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,50.0,50.0,1
78,190,Should religion be involved in politics?,"Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,70.0,70.60241,0
79,140,Should lottery be an integral component of democratic political systems?,"There would be less corruption as every time the lottery happens, all the corruption would leave",16,11.20482,9.03614,0
80,194,Should religion be involved in politics?,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,15,25.90361,25.42169,0
81,62,Do electronic devices help or hurt children's development?,Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative,17,67.71084,23.9759,0
82,198,Should Sex Work Be Legal?,"The legalisation of sex work increases its prevalence, resulting in more harm",12,0.96386,18.6747,0
83,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,29.87952,25.06024,0
84,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,1.3253,25.42169,0
85,217,Is Eating Meat Wrong?,Consuming meat is an important part of many cultures and religions,11,39.15663,15.66265,0
86,49,Did a divine being create the universe?,Science offers alternative explanations for the origin of the universe,10,65.78313,66.38554,0
87,212,Is Eating Meat Wrong?,"Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,85.66265,16.0241,0
88,232,Will man-made climate change cause human extinction?,"If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,69.03614,32.04819,0
89,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,50.0,50.0,0
90,37,Is Darwinian Evolution Philosophy or Science?,Darwin's theory has logical flaws and is therefore hardly in the realm of science,14,21.92771,20.96386,0
91,59,Do electronic devices help or hurt children's development?,Using devices in school can negatively affect children's grades,9,50.0,50.0,0
92,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,87.46988,74.6988,0
93,54,Do electronic devices help or hurt children's development?,Devices can benefit parents by offering them greater control over their children's development,13,4.93976,4.09639,0
94,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,86.26506,10.0,0
95,288,Should we adapt to climate change rather than avert it?,Humanity has a long history of successfully adapting to climate change,11,50.0,50.0,1
96,123,Is Science Akin To Religion?,Science is highly dynamic and constantly evolving; religions are usually static and conservatory,13,71.68675,29.75904,0
97,181,Should nuclear energy replace fossil fuels?,Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency,17,63.49398,25.06024,0
98,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,63.85542,33.9759,0
99,47,Did a divine being create the universe?,Many complex phenomena and interactions in the universe indicate the work of a creator,14,1.08434,0.12048,0
100,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,74.45783,24.6988,0
