Order,Index,Topic,Argument,Words,Agreement,Emotions,New
37,153,Is modern technology a disadvantage to society?,Our society is changing at a pace that must be matched by technological development to prevent disaster,17,59.51807,36.50602,1
38,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,81.20482,26.0241,0
39,237,Will man-made climate change cause human extinction?,Evidences and statistics suggest that actions taken by us are enough to deal with major climate change,17,9.39759,0.0,0
40,56,Do electronic devices help or hurt children's development?,Electronic devices help differently abled children read and write like other kids,12,94.21687,99.75904,0
41,121,Is Science Akin To Religion?,Science and religion both need belief in something that you do not personally understand to function,16,31.68675,7.3494,1
42,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,82.04819,75.3012,1
43,217,Is Eating Meat Wrong?,Consuming meat is an important part of many cultures and religions,11,99.15663,63.9759,0
44,242,Will man-made climate change cause human extinction?,Man-made carbon emissions are likely to protect humans from another ice age,12,60.12048,50.0,1
45,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,7.71084,50.0,0
46,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,100.0,97.59036,0
47,37,Is Darwinian Evolution Philosophy or Science?,Darwin's theory has logical flaws and is therefore hardly in the realm of science,14,61.44578,40.36145,1
48,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,89.27711,73.73494,1
49,184,Should nuclear energy replace fossil fuels?,There is a concern in nuclear reactor safety and potential disaster to stakeholders,13,98.79518,6.98795,0
50,24,Are Humans fundamentally different from other animals?,Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness,16,100.0,88.6747,0
51,175,Should abortion be considered murder?,"A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,99.87952,76.62651,0
52,249,Should all drugs be legalised?,Drugs should remain banned because they are detrimental to the health of those who use them,16,99.87952,86.14458,0
53,23,Are Humans fundamentally different from other animals?,Humans have a sense of self-awareness and individual identity,9,100.0,100.0,0
54,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,88.6747,79.03614,0
55,107,Is it ethically wrong to watch pornography?,"Watching pornography contributes to human rights abuses, including gender inequality",10,94.21687,0.0,0
56,246,Should all drugs be legalised?,"If drugs were legalised, the drug trade would be less able to fuel serious crime",15,89.51807,80.48193,0
57,188,Should religion be involved in politics?,The involvement of religion in politics is necessary to ensure laws and policies are ethical,15,1.44578,1.3253,1
58,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,85.90361,70.72289,0
59,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,71.08434,65.90361,0
60,130,Is social media helping or harming human relationships?,"Social media has made it easier to communicate, improving the quality of communication",13,57.95181,50.0,0
61,115,Is radiation from cell phones and Wi-Fi harmful?,The effects of cell phones and Wi-Fi are minimal at best,11,59.75904,39.39759,1
62,198,Should Sex Work Be Legal?,"The legalisation of sex work increases its prevalence, resulting in more harm",12,12.6506,0.0,0
63,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,38.79518,26.86747,0
64,280,Should there be no limit to freedom of speech?,Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies,13,85.3012,23.49398,0
65,194,Should religion be involved in politics?,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,15,75.66265,76.50602,0
66,204,Should the sale of genetically modified food be banned?,"GMOs are more cost effective than unmodified foods, bringing many benefits",11,72.53012,70.84337,1
67,180,Should animal testing be banned?,Animal testing is an effective method of testing products,9,0.12048,0.72289,1
68,158,Should some people feel obliged to change their lifestyle to combat global warming?,Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale,19,100.0,100.0,0
69,29,Are Humans fundamentally different from other animals?,Genetics prove humans are fundamentally very similar to other species,10,97.59036,35.78313,0
70,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,14.93976,16.74699,0
71,276,Should there be no limit to freedom of speech?,Isolated speech has zero capacity to inflict physical harm,9,10.36145,2.28916,0
72,134,Is social media helping or harming human relationships?,Social media is shown to induce depression in individuals,9,90.36145,2.6506,0
73,112,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation is absorbed more by children's brains than by adult's brains,13,34.57831,50.0,1
74,233,Will man-made climate change cause human extinction?,"Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,100.0,0.0,1
75,143,Should lottery be an integral component of democratic political systems?,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,16,100.0,12.6506,1
76,164,Pro-Life vs Pro-Choice: Should Abortion be Legal?,People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies,21,100.0,100.0,0
77,62,Do electronic devices help or hurt children's development?,Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative,17,96.62651,10.60241,0
78,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,94.6988,79.51807,0
79,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,97.95181,80.48193,0
80,219,Is Eating Meat Wrong?,"Eating meat is a key element of human nature, evolution, and physiology/biology and thus its consumption is inherent to humankind",20,31.80723,50.0,0
81,290,Should we adapt to climate change rather than avert it?,"If we decide to adapt to climate change, then we will lose the ability to avert it",17,64.09639,4.09639,1
82,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,50.0,14.33735,1
83,101,Is it ethically wrong to watch pornography?,"Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,81.92771,14.45783,0
84,149,Is modern technology a disadvantage to society?,Relying too heavily on technology makes a society vulnerable,9,99.63855,3.13253,0
85,228,Should the use of plastic be avoided?,Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to,16,29.03614,4.09639,1
86,140,Should lottery be an integral component of democratic political systems?,"There would be less corruption as every time the lottery happens, all the corruption would leave",16,9.51807,2.40964,1
87,288,Should we adapt to climate change rather than avert it?,Humanity has a long history of successfully adapting to climate change,11,75.42169,83.61446,0
88,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,29.75904,14.6988,1
89,126,Is Science Akin To Religion?,"Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,33.9759,50.0,0
90,60,Do electronic devices help or hurt children's development?,Devices can negatively affect children's social and psychological development,9,83.49398,1.08434,0
91,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,98.07229,96.86747,0
92,162,Should some people feel obliged to change their lifestyle to combat global warming?,People living in privileged positions have a moral responsibility to change their lifestyles,13,63.49398,40.36145,1
93,236,Will man-made climate change cause human extinction?,Climate Change is slow. We can adapt within that timeframe,10,6.26506,0.0,0
94,190,Should religion be involved in politics?,"Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,65.42169,39.75904,1
95,59,Do electronic devices help or hurt children's development?,Using devices in school can negatively affect children's grades,9,2.53012,50.0,1
96,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,100.0,0.0,0
97,214,Is Eating Meat Wrong?,Ending the production of meat will be necessary in order to meet the growing food needs of the world's population,20,98.55422,22.53012,0
98,151,Is modern technology a disadvantage to society?,We are unable to enjoy the present moments in our life due to technology,14,74.81928,1.3253,0
99,156,Is modern technology a disadvantage to society?,Many societies would not be possible without modern technology - especially large urbanized societies,14,100.0,31.56627,0
100,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,100.0,2.28916,0
