Order,Index,Topic,Argument,Words,Agreement,Emotions,New
67,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,57.71084,34.57831,1
68,56,Do electronic devices help or hurt children's development?,Electronic devices help differently abled children read and write like other kids,12,100.0,87.59036,0
69,126,Is Science Akin To Religion?,"Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,51.68675,47.71084,1
70,290,Should we adapt to climate change rather than avert it?,"If we decide to adapt to climate change, then we will lose the ability to avert it",17,52.89157,41.3253,1
71,49,Did a divine being create the universe?,Science offers alternative explanations for the origin of the universe,10,64.93976,60.24096,0
72,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,96.38554,30.84337,0
73,173,Should abortion be considered murder?,"Since death is the intention, such procedures should be considered murder",11,0.0,36.26506,0
74,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,43.49398,38.79518,0
75,116,Is radiation from cell phones and Wi-Fi harmful?,"Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,40.72289,48.43373,1
76,138,Should lottery be an integral component of democratic political systems?,Politicians elected via lottery would be better at their job,10,9.03614,85.66265,1
77,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,0.0,65.18072,1
78,150,Is modern technology a disadvantage to society?,"Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,56.50602,46.26506,1
79,167,Pro-Life vs Pro-Choice: Should Abortion be Legal?,"If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,35.06024,40.0,1
80,220,Should the use of plastic be avoided?,"The less plastic we use, the less plastic pollution there will be",12,56.50602,31.92771,0
81,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,66.0241,40.36145,0
82,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,58.43373,65.66265,0
83,143,Should lottery be an integral component of democratic political systems?,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,16,99.27711,18.19277,0
84,155,Is modern technology a disadvantage to society?,Technologically backwards countries have no power on the global stage,10,33.37349,37.10843,1
85,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,68.91566,66.26506,0
86,134,Is social media helping or harming human relationships?,Social media is shown to induce depression in individuals,9,83.37349,28.07229,0
87,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,50.0,47.83133,1
88,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,57.71084,17.3494,1
89,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,64.6988,58.6747,1
90,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,66.98795,65.66265,0
91,202,Should the sale of genetically modified food be banned?,Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies,12,52.6506,30.72289,1
92,37,Is Darwinian Evolution Philosophy or Science?,Darwin's theory has logical flaws and is therefore hardly in the realm of science,14,86.0241,76.26506,1
93,164,Pro-Life vs Pro-Choice: Should Abortion be Legal?,People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies,21,100.0,100.0,0
94,289,Should we adapt to climate change rather than avert it?,"Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,100.0,99.87952,0
95,21,Are Humans fundamentally different from other animals?,Humans are intellectually superior to other beings on Earth,9,27.71084,60.84337,0
96,101,Is it ethically wrong to watch pornography?,"Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,99.27711,99.63855,0
97,149,Is modern technology a disadvantage to society?,Relying too heavily on technology makes a society vulnerable,9,94.45783,23.13253,0
98,204,Should the sale of genetically modified food be banned?,"GMOs are more cost effective than unmodified foods, bringing many benefits",11,72.89157,59.03614,0
99,194,Should religion be involved in politics?,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,15,57.3494,42.89157,1
100,107,Is it ethically wrong to watch pornography?,"Watching pornography contributes to human rights abuses, including gender inequality",10,60.60241,33.13253,0
