Order,Index,Topic,Argument,Words,Agreement,Emotions,New
23,181,Should nuclear energy replace fossil fuels?,Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency,17,67.46988,60.84337,0
24,212,Is Eating Meat Wrong?,"Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,74.81928,40.12048,0
25,152,Is modern technology a disadvantage to society?,"Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,68.6747,26.62651,0
26,121,Is Science Akin To Religion?,Science and religion both need belief in something that you do not personally understand to function,16,15.3012,29.27711,0
27,176,Should abortion be considered murder?,Equating abortion with murder would cause women to use unsafe methods and put their lives at risk,17,82.40964,33.85542,0
28,155,Is modern technology a disadvantage to society?,Technologically backwards countries have no power on the global stage,10,74.93976,25.18072,1
29,175,Should abortion be considered murder?,"A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,77.95181,61.3253,0
30,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,89.39759,89.27711,0
31,56,Do electronic devices help or hurt children's development?,Electronic devices help differently abled children read and write like other kids,12,40.60241,40.72289,1
32,59,Do electronic devices help or hurt children's development?,Using devices in school can negatively affect children's grades,9,64.21687,35.78313,0
33,143,Should lottery be an integral component of democratic political systems?,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,16,40.0,48.19277,1
34,62,Do electronic devices help or hurt children's development?,Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative,17,62.6506,36.0241,0
35,151,Is modern technology a disadvantage to society?,We are unable to enjoy the present moments in our life due to technology,14,43.01205,48.55422,0
36,242,Will man-made climate change cause human extinction?,Man-made carbon emissions are likely to protect humans from another ice age,12,17.71084,19.39759,1
37,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,88.91566,77.3494,0
38,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,73.73494,24.45783,0
39,180,Should animal testing be banned?,Animal testing is an effective method of testing products,9,54.6988,43.37349,0
40,161,Should some people feel obliged to change their lifestyle to combat global warming?,People in today's society should change their lifestyles because the quality of life of future generations is equally important,19,82.53012,64.21687,0
41,173,Should abortion be considered murder?,"Since death is the intention, such procedures should be considered murder",11,20.48193,26.26506,0
42,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,40.24096,41.3253,0
43,24,Are Humans fundamentally different from other animals?,Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness,16,44.6988,54.33735,0
44,177,Should animal testing be banned?,There are preferable alternatives to animal testing that are more accurate and humane,13,70.0,70.72289,0
45,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,82.6506,31.80723,0
46,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,79.87952,46.38554,0
47,37,Is Darwinian Evolution Philosophy or Science?,Darwin's theory has logical flaws and is therefore hardly in the realm of science,14,12.28916,13.37349,0
48,31,Is Darwinian Evolution Philosophy or Science?,No single example of evolution has ever been documented,9,11.3253,13.85542,0
49,126,Is Science Akin To Religion?,"Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,85.90361,63.01205,0
50,130,Is social media helping or harming human relationships?,"Social media has made it easier to communicate, improving the quality of communication",13,53.49398,54.09639,0
51,289,Should we adapt to climate change rather than avert it?,"Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,76.86747,59.27711,0
52,290,Should we adapt to climate change rather than avert it?,"If we decide to adapt to climate change, then we will lose the ability to avert it",17,65.66265,44.09639,0
53,188,Should religion be involved in politics?,The involvement of religion in politics is necessary to ensure laws and policies are ethical,15,7.95181,14.09639,0
54,202,Should the sale of genetically modified food be banned?,Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies,12,73.25301,30.0,0
55,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,61.44578,60.12048,0
56,150,Is modern technology a disadvantage to society?,"Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,69.03614,36.50602,1
57,134,Is social media helping or harming human relationships?,Social media is shown to induce depression in individuals,9,56.0241,40.96386,0
58,222,Should the use of plastic be avoided?,"Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,63.49398,43.9759,0
59,54,Do electronic devices help or hurt children's development?,Devices can benefit parents by offering them greater control over their children's development,13,56.50602,43.13253,0
60,217,Is Eating Meat Wrong?,Consuming meat is an important part of many cultures and religions,11,69.75904,29.63855,0
61,112,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation is absorbed more by children's brains than by adult's brains,13,50.84337,51.56627,1
62,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,48.07229,43.37349,1
63,162,Should some people feel obliged to change their lifestyle to combat global warming?,People living in privileged positions have a moral responsibility to change their lifestyles,13,79.75904,63.61446,0
64,193,Should religion be involved in politics?,Involving religion in politics is antithetical to the principles of a secular democratic society,14,89.87952,69.15663,0
65,23,Are Humans fundamentally different from other animals?,Humans have a sense of self-awareness and individual identity,9,86.74699,56.62651,0
66,101,Is it ethically wrong to watch pornography?,"Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,57.71084,49.75904,0
67,220,Should the use of plastic be avoided?,"The less plastic we use, the less plastic pollution there will be",12,72.16867,71.80723,0
68,123,Is Science Akin To Religion?,Science is highly dynamic and constantly evolving; religions are usually static and conservatory,13,88.79518,65.90361,0
69,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,57.3494,38.19277,0
70,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,71.92771,69.27711,0
71,190,Should religion be involved in politics?,"Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,33.13253,31.92771,0
72,237,Will man-made climate change cause human extinction?,Evidences and statistics suggest that actions taken by us are enough to deal with major climate change,17,82.40964,66.62651,0
73,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,71.80723,30.24096,0
74,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,85.90361,77.59036,0
75,221,Should the use of plastic be avoided?,"The less plastic we use, the less plastic we need to produce",12,69.63855,69.15663,0
76,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,80.96386,81.3253,0
77,287,Should we adapt to climate change rather than avert it?,It is impossible to stop climate change and its impacts,10,73.01205,28.91566,0
78,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,62.04819,46.38554,0
79,213,Is Eating Meat Wrong?,Vegetarian diets directly and indirectly contribute to better health outcomes for all humans,13,79.39759,79.39759,0
80,149,Is modern technology a disadvantage to society?,Relying too heavily on technology makes a society vulnerable,9,75.78313,24.21687,0
81,288,Should we adapt to climate change rather than avert it?,Humanity has a long history of successfully adapting to climate change,11,65.42169,22.40964,0
82,276,Should there be no limit to freedom of speech?,Isolated speech has zero capacity to inflict physical harm,9,89.75904,75.18072,0
83,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,8.55422,25.06024,0
84,49,Did a divine being create the universe?,Science offers alternative explanations for the origin of the universe,10,94.21687,93.13253,0
85,198,Should Sex Work Be Legal?,"The legalisation of sex work increases its prevalence, resulting in more harm",12,55.42169,39.75904,0
86,236,Will man-made climate change cause human extinction?,Climate Change is slow. We can adapt within that timeframe,10,20.72289,20.72289,0
87,246,Should all drugs be legalised?,"If drugs were legalised, the drug trade would be less able to fuel serious crime",15,60.36145,36.38554,0
88,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,31.44578,50.0,1
89,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,23.61446,41.56627,0
90,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,63.61446,54.6988,0
91,119,Is Science Akin To Religion?,Science and religion both use personal experience as a means to understand existence,13,45.54217,46.26506,0
92,21,Are Humans fundamentally different from other animals?,Humans are intellectually superior to other beings on Earth,9,83.61446,53.73494,0
93,219,Is Eating Meat Wrong?,"Eating meat is a key element of human nature, evolution, and physiology/biology and thus its consumption is inherent to humankind",20,13.01205,27.10843,0
94,214,Is Eating Meat Wrong?,Ending the production of meat will be necessary in order to meet the growing food needs of the world's population,20,63.73494,61.20482,0
95,156,Is modern technology a disadvantage to society?,Many societies would not be possible without modern technology - especially large urbanized societies,14,65.54217,68.43373,1
96,280,Should there be no limit to freedom of speech?,Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies,13,61.08434,29.03614,0
97,184,Should nuclear energy replace fossil fuels?,There is a concern in nuclear reactor safety and potential disaster to stakeholders,13,67.83133,31.56627,0
98,47,Did a divine being create the universe?,Many complex phenomena and interactions in the universe indicate the work of a creator,14,37.10843,65.66265,0
99,138,Should lottery be an integral component of democratic political systems?,Politicians elected via lottery would be better at their job,10,61.3253,56.26506,0
100,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,80.12048,20.84337,0
