"Order","Index","Topic","Argument","Words","Agreement","Emotions","New","Fixation.Time"
27,167,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,28.43373,36.26506,1,10441.0704000003
28,230,"Will man-made climate change cause human extinction?","Animal species have already started to become extinct. Human extinction is likely to follow",14,91.08434,15.3012,0,6452.17839999974
29,221,"Should the use of plastic be avoided?","The less plastic we use, the less plastic we need to produce",12,76.26506,66.62651,0,3706.85279999959
30,107,"Is it ethically wrong to watch pornography?","Watching pornography contributes to human rights abuses, including gender inequality",10,78.43373,30.12048,0,7549.44350000017
31,24,"Are Humans fundamentally different from other animals?","Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness",16,75.78313,55.06024,0,5566.76990000001
32,153,"Is modern technology a disadvantage to society?","Our society is changing at a pace that must be matched by technological development to prevent disaster",17,38.6747,57.3494,1,11567.08
33,151,"Is modern technology a disadvantage to society?","We are unable to enjoy the present moments in our life due to technology",14,73.49398,36.0241,0,4549.90130000003
34,199,"Should the sale of genetically modified food be banned?","Genetically modified food endangers the health of people who consume it",11,60.84337,50,1,5449.82589999982
35,156,"Is modern technology a disadvantage to society?","Many societies would not be possible without modern technology - especially large urbanized societies",14,80.24096,35.90361,0,8284.08559999988
36,29,"Are Humans fundamentally different from other animals?","Genetics prove humans are fundamentally very similar to other species",10,73.01205,50,0,9319.1274
37,166,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","The ability for people to control their own reproduction is fundamental to achieving gender equality",15,84.57831,70.12048,1,7233.70109999989
38,219,"Is Eating Meat Wrong?","Eating meat is a key element of human nature, evolution, and physiology/biology and thus its consumption is inherent to humankind",20,32.53012,43.49398,1,15431.6872000004
39,47,"Did a divine being create the universe?","Many complex phenomena and interactions in the universe indicate the work of a creator",14,40,47.10843,0,8859.12689999974
40,281,"Should there be no limit to freedom of speech?","One person's freedom ends where another's begins: offensive, threatening speech should be illegal",13,37.59036,39.39759,1,8875.63360000012
41,117,"Is Science Akin To Religion?","Science and religion are similar in that both have been used to explain the origin of man",17,58.6747,50,0,5433.4032
42,204,"Should the sale of genetically modified food be banned?","GMOs are more cost effective than unmodified foods, bringing many benefits",11,36.14458,39.03614,1,6906.38880000008
43,115,"Is radiation from cell phones and Wi-Fi harmful?","The effects of cell phones and Wi-Fi are minimal at best",11,56.26506,50,1,5500.47280000011
44,113,"Is radiation from cell phones and Wi-Fi harmful?","Cell phone radiation increases the permeability of the blood-brain barrier",10,25.18072,50,1,6302.68990000023
45,126,"Is Science Akin To Religion?","Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,58.55422,50,1,10533.4130000008
46,23,"Are Humans fundamentally different from other animals?","Humans have a sense of self-awareness and individual identity",9,89.03614,68.43373,0,4258.49890000024
47,203,"Should the sale of genetically modified food be banned?","A universal ban is not the right approach to addressing any potential problems with genetically modified foods",17,40.84337,50,1,7608.65520000038
48,130,"Is social media helping or harming human relationships?","Social media has made it easier to communicate, improving the quality of communication",13,57.95181,45.18072,0,5143.50160000054
49,175,"Should abortion be considered murder?","A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,100,70.72289,0,5600.87680000044
50,159,"Should some people feel obliged to change their lifestyle to combat global warming?","Changes to individual lifestyles do not make a difference",9,34.09639,44.21687,0,8241.5876999998
51,162,"Should some people feel obliged to change their lifestyle to combat global warming?","People living in privileged positions have a moral responsibility to change their lifestyles",13,74.21687,56.98795,0,7566.91520000005
52,128,"Is Science Akin To Religion?","There exist many kinds of different religions, some are akin to science, and some are not",16,64.81928,50,1,11101.8472000003
53,62,"Do electronic devices help or hurt children's development?","Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative",17,54.93976,35.42169,0,8348.26400000078
54,59,"Do electronic devices help or hurt children's development?","Using devices in school can negatively affect children's grades",9,18.07229,37.3494,0,8973.4720000003
55,143,"Should lottery be an integral component of democratic political systems?","Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared",16,76.50602,36.38554,1,8832.69919999945
56,216,"Is Eating Meat Wrong?","The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate",20,20,42.53012,0,6532.5332999999
57,26,"Are Humans fundamentally different from other animals?","All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,40.84337,50,1,8891.33520000044
58,161,"Should some people feel obliged to change their lifestyle to combat global warming?","People in today's society should change their lifestyles because the quality of life of future generations is equally important",19,87.3494,39.39759,0,10126.2717000004
59,288,"Should we adapt to climate change rather than avert it?","Humanity has a long history of successfully adapting to climate change",11,70.72289,40.84337,0,5666.80929999985
60,124,"Is Science Akin To Religion?","Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,73.25301,63.13253,0,14540.2607999994
61,195,"Should Sex Work Be Legal?","The government has no right to outlaw an interaction between consenting adults",12,77.22892,41.44578,0,4694.05120000069
62,190,"Should religion be involved in politics?","Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,13.61446,25.66265,0,7449.16159999976
63,136,"Should lottery be an integral component of democratic political systems?","Politics would be more representative under a lottery system",9,66.14458,56.38554,1,6252.96560000046
64,155,"Is modern technology a disadvantage to society?","Technologically backwards countries have no power on the global stage",10,79.03614,17.46988,0,7414.19680000015
65,272,"Should there be no limit to freedom of speech?","Censorship leads to narrow mindedness by preventing sincere and open discussion",11,79.03614,63.25301,0,5425.00189999992
66,212,"Is Eating Meat Wrong?","Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,94.21687,22.53012,0,5245.96369999985
67,177,"Should animal testing be banned?","There are preferable alternatives to animal testing that are more accurate and humane",13,93.13253,73.73494,0,6138.05359999964
68,229,"Will man-made climate change cause human extinction?","The effects of global warming directly threaten the land and environment that humans need to live",16,100,17.3494,0,7950.66479999991
69,37,"Is Darwinian Evolution Philosophy or Science?","Darwin's theory has logical flaws and is therefore hardly in the realm of science",14,64.45783,50,0,9418.73890000035
70,236,"Will man-made climate change cause human extinction?","Climate Change is slow. We can adapt within that timeframe",10,34.81928,37.83133,1,5901.20399999979
71,149,"Is modern technology a disadvantage to society?","Relying too heavily on technology makes a society vulnerable",9,81.44578,35.06024,0,8939.83840000012
72,49,"Did a divine being create the universe?","Science offers alternative explanations for the origin of the universe",10,62.77108,56.50602,0,9760.17760000052
73,123,"Is Science Akin To Religion?","Science is highly dynamic and constantly evolving; religions are usually static and conservatory",13,73.61446,40.36145,1,6761.89809999999
74,233,"Will man-made climate change cause human extinction?","Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,75.18072,33.61446,1,8998.87279999896
75,287,"Should we adapt to climate change rather than avert it?","It is impossible to stop climate change and its impacts",10,21.80723,35.90361,0,10479.9639999995
76,249,"Should all drugs be legalised?","Drugs should remain banned because they are detrimental to the health of those who use them",16,26.14458,38.6747,0,6031.73839999956
77,242,"Will man-made climate change cause human extinction?","Man-made carbon emissions are likely to protect humans from another ice age",12,23.13253,31.08434,1,10895.5461000002
78,228,"Should the use of plastic be avoided?","Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to",16,34.45783,45.90361,1,12293.0227000001
79,134,"Is social media helping or harming human relationships?","Social media is shown to induce depression in individuals",9,86.38554,26.74699,0,5299.56819999986
80,286,"Should we adapt to climate change rather than avert it?","Adapting to climate change would be faster than averting it",10,19.51807,37.71084,0,4600.41170000017
81,132,"Is social media helping or harming human relationships?","Social media allows users to connect with more people",9,76.14458,56.0241,0,7200.31119999976
82,121,"Is Science Akin To Religion?","Science and religion both need belief in something that you do not personally understand to function",16,70.36145,31.56627,1,13221.2240000005
83,214,"Is Eating Meat Wrong?","Ending the production of meat will be necessary in order to meet the growing food needs of the world's population",20,63.49398,50,1,14275.9637000004
84,101,"Is it ethically wrong to watch pornography?","Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,43.9759,38.91566,1,6608.46399999969
85,119,"Is Science Akin To Religion?","Science and religion both use personal experience as a means to understand existence",13,24.45783,41.92771,1,9670.69810000016
86,157,"Is modern technology a disadvantage to society?","Technology has forever changed day-to-day life for the better",9,65.06024,57.95181,0,10701.4944000008
87,289,"Should we adapt to climate change rather than avert it?","Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,81.44578,60.48193,0,6325.11680000008
88,116,"Is radiation from cell phones and Wi-Fi harmful?","Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,72.6506,56.98795,1,8066.08160000003
89,181,"Should nuclear energy replace fossil fuels?","Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency",17,53.49398,50,1,23234.5852999999
90,56,"Do electronic devices help or hurt children's development?","Electronic devices help differently abled children read and write like other kids",12,89.75904,70.36145,0,7924.53599999997
91,138,"Should lottery be an integral component of democratic political systems?","Politicians elected via lottery would be better at their job",10,37.3494,57.95181,1,8468.47199999937
92,152,"Is modern technology a disadvantage to society?","Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,56.50602,42.6506,1,8599.63519999967
93,193,"Should religion be involved in politics?","Involving religion in politics is antithetical to the principles of a secular democratic society",14,80,64.57831,0,8950.91069999943
94,173,"Should abortion be considered murder?","Since death is the intention, such procedures should be considered murder",11,0,4.6988,0,5708.90559999994
95,196,"Should Sex Work Be Legal?","It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,90.24096,57.95181,0,4937.4084999999
96,290,"Should we adapt to climate change rather than avert it?","If we decide to adapt to climate change, then we will lose the ability to avert it",17,86.98795,59.39759,0,6303.5952000015
97,222,"Should the use of plastic be avoided?","Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,75.42169,65.90361,1,7971.71120000049
98,280,"Should there be no limit to freedom of speech?","Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies",13,67.83133,36.62651,1,6409.20050000027
99,184,"Should nuclear energy replace fossil fuels?","There is a concern in nuclear reactor safety and potential disaster to stakeholders",13,81.68675,42.53012,0,17741.9519999991
100,202,"Should the sale of genetically modified food be banned?","Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies",12,65.66265,58.07229,1,7409.71199999983
