"Order","Index","Topic","Argument","Words","Agreement","Emotions","New","Fixation.Time"
19,289,"Should we adapt to climate change rather than avert it?","Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,79.39759,45.66265,0,9391.35440000001
20,62,"Do electronic devices help or hurt children's development?","Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative",17,63.73494,41.20482,0,6225.29440000007
21,149,"Is modern technology a disadvantage to society?","Relying too heavily on technology makes a society vulnerable",9,62.40964,29.87952,0,4704.11199999996
22,286,"Should we adapt to climate change rather than avert it?","Adapting to climate change would be faster than averting it",10,43.9759,33.25301,0,4505.99760000003
23,155,"Is modern technology a disadvantage to society?","Technologically backwards countries have no power on the global stage",10,59.87952,43.37349,0,9590.29280000014
24,199,"Should the sale of genetically modified food be banned?","Genetically modified food endangers the health of people who consume it",11,15.90361,63.73494,0,2408.67839999998
25,31,"Is Darwinian Evolution Philosophy or Science?","No single example of evolution has ever been documented",9,16.74699,30.72289,0,5466.60080000007
26,203,"Should the sale of genetically modified food be banned?","A universal ban is not the right approach to addressing any potential problems with genetically modified foods",17,92.53012,73.25301,0,4941.95200000005
27,59,"Do electronic devices help or hurt children's development?","Using devices in school can negatively affect children's grades",9,80.12048,45.78313,0,3016.65600000002
28,140,"Should lottery be an integral component of democratic political systems?","There would be less corruption as every time the lottery happens, all the corruption would leave",16,29.03614,38.55422,0,12597.7391999998
29,190,"Should religion be involved in politics?","Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,24.93976,20,0,4711.44719999976
30,193,"Should religion be involved in politics?","Involving religion in politics is antithetical to the principles of a secular democratic society",14,96.14458,17.95181,0,3925.03199999989
31,228,"Should the use of plastic be avoided?","Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to",16,43.13253,36.0241,0,5567.13359999977
32,113,"Is radiation from cell phones and Wi-Fi harmful?","Cell phone radiation increases the permeability of the blood-brain barrier",10,35.42169,34.09639,0,5574.94479999977
33,50,"Did a divine being create the universe?","Observations have dwindled for God's creative power as humanity has advanced",11,73.25301,55.78313,0,10718.5023999998
34,130,"Is social media helping or harming human relationships?","Social media has made it easier to communicate, improving the quality of communication",13,47.10843,47.59036,0,4000.25040000008
35,49,"Did a divine being create the universe?","Science offers alternative explanations for the origin of the universe",10,89.51807,56.62651,0,2441.84399999998
36,195,"Should Sex Work Be Legal?","The government has no right to outlaw an interaction between consenting adults",12,53.9759,44.93976,0,6458.4592000001
37,21,"Are Humans fundamentally different from other animals?","Humans are intellectually superior to other beings on Earth",9,96.74699,53.49398,0,3606.21359999996
38,153,"Is modern technology a disadvantage to society?","Our society is changing at a pace that must be matched by technological development to prevent disaster",17,72.6506,39.75904,0,6351.01919999975
39,152,"Is modern technology a disadvantage to society?","Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,44.81928,58.43373,0,8100.24000000034
40,128,"Is Science Akin To Religion?","There exist many kinds of different religions, some are akin to science, and some are not",16,8.19277,45.78313,0,3375.12479999987
41,242,"Will man-made climate change cause human extinction?","Man-made carbon emissions are likely to protect humans from another ice age",12,21.92771,22.40964,0,4741.64800000004
42,23,"Are Humans fundamentally different from other animals?","Humans have a sense of self-awareness and individual identity",9,63.37349,47.71084,0,5384.77519999997
43,181,"Should nuclear energy replace fossil fuels?","Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency",17,98.55422,63.73494,0,7941.83999999968
44,126,"Is Science Akin To Religion?","Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,87.22892,46.86747,0,11349.9000000001
45,177,"Should animal testing be banned?","There are preferable alternatives to animal testing that are more accurate and humane",13,28.79518,27.95181,0,11517.0560000002
46,164,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies",21,67.95181,40.60241,0,3932.68959999998
47,24,"Are Humans fundamentally different from other animals?","Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness",16,88.31325,53.61446,0,4883.42160000018
48,121,"Is Science Akin To Religion?","Science and religion both need belief in something that you do not personally understand to function",16,53.85542,23.13253,0,4733.14480000024
49,230,"Will man-made climate change cause human extinction?","Animal species have already started to become extinct. Human extinction is likely to follow",14,18.79518,34.6988,0,3308.31760000013
50,213,"Is Eating Meat Wrong?","Vegetarian diets directly and indirectly contribute to better health outcomes for all humans",13,71.44578,41.44578,0,3864.5287999998
51,229,"Will man-made climate change cause human extinction?","The effects of global warming directly threaten the land and environment that humans need to live",16,74.6988,41.44578,0,2433.62960000004
52,173,"Should abortion be considered murder?","Since death is the intention, such procedures should be considered murder",11,23.37349,35.3012,0,5958.42720000004
53,119,"Is Science Akin To Religion?","Science and religion both use personal experience as a means to understand existence",13,41.92771,41.80723,0,4775.52480000019
54,214,"Is Eating Meat Wrong?","Ending the production of meat will be necessary in order to meet the growing food needs of the world's population",20,70.12048,38.79518,0,3983.9991999999
55,132,"Is social media helping or harming human relationships?","Social media allows users to connect with more people",9,92.53012,66.50602,0,3258.35279999982
56,29,"Are Humans fundamentally different from other animals?","Genetics prove humans are fundamentally very similar to other species",10,45.90361,46.74699,0,3299.92240000021
57,202,"Should the sale of genetically modified food be banned?","Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies",12,89.15663,84.6988,0,4858.29999999999
58,158,"Should some people feel obliged to change their lifestyle to combat global warming?","Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale",19,80.84337,41.20482,0,4725.03759999998
59,159,"Should some people feel obliged to change their lifestyle to combat global warming?","Changes to individual lifestyles do not make a difference",9,40.48193,37.71084,0,4249.31040000014
60,222,"Should the use of plastic be avoided?","Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,55.78313,39.63855,0,7091.90880000021
61,150,"Is modern technology a disadvantage to society?","Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,59.03614,34.45783,0,9233.84559999989
62,138,"Should lottery be an integral component of democratic political systems?","Politicians elected via lottery would be better at their job",10,27.46988,46.14458,0,2896.01679999975
63,26,"Are Humans fundamentally different from other animals?","All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,11.44578,44.21687,0,7583.25839999947
64,217,"Is Eating Meat Wrong?","Consuming meat is an important part of many cultures and religions",11,79.75904,42.89157,0,2766.7239999997
65,196,"Should Sex Work Be Legal?","It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,47.46988,45.18072,0,3300.09760000021
66,162,"Should some people feel obliged to change their lifestyle to combat global warming?","People living in privileged positions have a moral responsibility to change their lifestyles",13,90.36145,27.83133,0,3492.14479999955
67,246,"Should all drugs be legalised?","If drugs were legalised, the drug trade would be less able to fuel serious crime",15,79.87952,39.03614,0,2453.54239999969
68,188,"Should religion be involved in politics?","The involvement of religion in politics is necessary to ensure laws and policies are ethical",15,0,20.96386,0,8263.3816000002
69,290,"Should we adapt to climate change rather than avert it?","If we decide to adapt to climate change, then we will lose the ability to avert it",17,44.45783,30.36145,0,3507.86719999975
70,237,"Will man-made climate change cause human extinction?","Evidences and statistics suggest that actions taken by us are enough to deal with major climate change",17,27.3494,28.31325,0,8850.04639999965
71,117,"Is Science Akin To Religion?","Science and religion are similar in that both have been used to explain the origin of man",17,35.66265,26.98795,0,3308.58400000015
72,134,"Is social media helping or harming human relationships?","Social media is shown to induce depression in individuals",9,54.33735,46.50602,0,4590.41840000008
73,167,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,60,59.27711,0,6425.24400000018
74,287,"Should we adapt to climate change rather than avert it?","It is impossible to stop climate change and its impacts",10,55.06024,31.3253,0,2100.0920000003
75,245,"Should all drugs be legalised?","The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped",17,27.59036,38.43373,0,3966.58159999957
76,227,"Should the use of plastic be avoided?","As long as it is reusable, there is nothing wrong with plastic",12,46.74699,44.6988,0,2916.74160000007
77,143,"Should lottery be an integral component of democratic political systems?","Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared",16,77.46988,43.25301,0,4690.70799999975
78,221,"Should the use of plastic be avoided?","The less plastic we use, the less plastic we need to produce",12,86.0241,77.10843,0,2266.79680000036
79,220,"Should the use of plastic be avoided?","The less plastic we use, the less plastic pollution there will be",12,96.14458,62.6506,0,4491.94559999963
80,249,"Should all drugs be legalised?","Drugs should remain banned because they are detrimental to the health of those who use them",16,81.08434,42.77108,0,3275.34000000043
81,161,"Should some people feel obliged to change their lifestyle to combat global warming?","People in today's society should change their lifestyles because the quality of life of future generations is equally important",19,95.78313,38.19277,0,3608.45839999965
82,212,"Is Eating Meat Wrong?","Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,82.53012,24.93976,0,3249.92960000027
83,47,"Did a divine being create the universe?","Many complex phenomena and interactions in the universe indicate the work of a creator",14,83.85542,58.6747,0,2766.89679999999
84,288,"Should we adapt to climate change rather than avert it?","Humanity has a long history of successfully adapting to climate change",11,45.54217,30.84337,0,1986.01759999991
85,136,"Should lottery be an integral component of democratic political systems?","Politics would be more representative under a lottery system",9,56.38554,46.26506,0,4266.71039999987
86,56,"Do electronic devices help or hurt children's development?","Electronic devices help differently abled children read and write like other kids",12,53.13253,54.33735,0,5516.77999999968
87,101,"Is it ethically wrong to watch pornography?","Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,74.6988,56.26506,0,3532.86800000013
88,247,"Should all drugs be legalised?","Using drugs can be an important and positive experience for individuals and communities",13,4.57831,15.42169,0,5182.83600000036
89,194,"Should religion be involved in politics?","Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army",15,54.6988,36.26506,0,12295.5983999996
90,232,"Will man-made climate change cause human extinction?","If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,47.10843,30,0,3716.76800000016
91,156,"Is modern technology a disadvantage to society?","Many societies would not be possible without modern technology - especially large urbanized societies",14,75.54217,41.80723,0,4524.27439999976
92,123,"Is Science Akin To Religion?","Science is highly dynamic and constantly evolving; religions are usually static and conservatory",13,97.83133,70.48193,0,2466.8711999997
93,184,"Should nuclear energy replace fossil fuels?","There is a concern in nuclear reactor safety and potential disaster to stakeholders",13,58.91566,33.01205,0,6316.84719999961
94,124,"Is Science Akin To Religion?","Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,93.61446,58.31325,0,4550.15679999953
95,233,"Will man-made climate change cause human extinction?","Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,46.62651,43.85542,0,11910.4112000008
96,272,"Should there be no limit to freedom of speech?","Censorship leads to narrow mindedness by preventing sincere and open discussion",11,54.93976,53.37349,0,5457.48160000041
97,216,"Is Eating Meat Wrong?","The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate",20,57.3494,29.15663,0,3033.43359999964
98,54,"Do electronic devices help or hurt children's development?","Devices can benefit parents by offering them greater control over their children's development",13,38.79518,46.50602,0,2708.24240000057
99,200,"Should the sale of genetically modified food be banned?","Genetically modified foods can be harmful to the environment and ecosystems",11,46.14458,58.31325,0,5791.4351999996
100,37,"Is Darwinian Evolution Philosophy or Science?","Darwin's theory has logical flaws and is therefore hardly in the realm of science",14,2.40964,28.07229,0,14207.4511999999
