"Order","Index","Topic","Argument","Words","Agreement","Emotions","New","Fixation.Time"
17,156,"Is modern technology a disadvantage to society?","Many societies would not be possible without modern technology - especially large urbanized societies",14,83.13253,66.50602,0,797.050399999949
18,143,"Should lottery be an integral component of democratic political systems?","Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared",16,64.6988,67.46988,1,5778.38079999993
19,217,"Is Eating Meat Wrong?","Consuming meat is an important part of many cultures and religions",11,79.03614,77.95181,0,1252.80280000024
20,236,"Will man-made climate change cause human extinction?","Climate Change is slow. We can adapt within that timeframe",10,17.71084,16.26506,0,7616.19359999947
21,151,"Is modern technology a disadvantage to society?","We are unable to enjoy the present moments in our life due to technology",14,24.93976,28.55422,0,4871.15159999998
22,158,"Should some people feel obliged to change their lifestyle to combat global warming?","Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale",19,76.38554,72.77108,0,2724.7836000002
23,128,"Is Science Akin To Religion?","There exist many kinds of different religions, some are akin to science, and some are not",16,81.80723,59.15663,0,4470.95960000017
24,21,"Are Humans fundamentally different from other animals?","Humans are intellectually superior to other beings on Earth",9,86.0241,78.07229,0,4455.6939999999
25,249,"Should all drugs be legalised?","Drugs should remain banned because they are detrimental to the health of those who use them",16,73.25301,71.92771,0,4560.19120000006
26,202,"Should the sale of genetically modified food be banned?","Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies",12,84.09639,77.3494,0,1230.62640000013
27,121,"Is Science Akin To Religion?","Science and religion both need belief in something that you do not personally understand to function",16,81.08434,81.68675,0,4457.25520000013
28,31,"Is Darwinian Evolution Philosophy or Science?","No single example of evolution has ever been documented",9,29.39759,70.96386,0,1869.67520000017
29,101,"Is it ethically wrong to watch pornography?","Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,52.89157,38.31325,0,1022.73680000013
30,54,"Do electronic devices help or hurt children's development?","Devices can benefit parents by offering them greater control over their children's development",13,78.19277,64.33735,0,7836.63359999977
31,229,"Will man-made climate change cause human extinction?","The effects of global warming directly threaten the land and environment that humans need to live",16,79.27711,28.43373,0,4762.94399999996
32,113,"Is radiation from cell phones and Wi-Fi harmful?","Cell phone radiation increases the permeability of the blood-brain barrier",10,21.80723,71.08434,1,4822.72520000028
33,107,"Is it ethically wrong to watch pornography?","Watching pornography contributes to human rights abuses, including gender inequality",10,63.01205,24.6988,0,4197.11720000004
34,242,"Will man-made climate change cause human extinction?","Man-made carbon emissions are likely to protect humans from another ice age",12,28.91566,18.55422,0,2991.63519999979
35,116,"Is radiation from cell phones and Wi-Fi harmful?","Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,68.91566,65.54217,1,581.665600000065
36,193,"Should religion be involved in politics?","Involving religion in politics is antithetical to the principles of a secular democratic society",14,57.95181,40.96386,1,3555.55879999977
37,245,"Should all drugs be legalised?","The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped",17,42.53012,40.60241,1,4071.88079999993
38,220,"Should the use of plastic be avoided?","The less plastic we use, the less plastic pollution there will be",12,85.66265,78.6747,0,434.87360000005
39,23,"Are Humans fundamentally different from other animals?","Humans have a sense of self-awareness and individual identity",9,92.77108,86.38554,0,873.694399999804
40,281,"Should there be no limit to freedom of speech?","One person's freedom ends where another's begins: offensive, threatening speech should be illegal",13,63.9759,32.16867,0,553.323999999673
41,112,"Is radiation from cell phones and Wi-Fi harmful?","Cell phone radiation is absorbed more by children's brains than by adult's brains",13,48.07229,32.6506,1,1812.76680000033
42,138,"Should lottery be an integral component of democratic political systems?","Politicians elected via lottery would be better at their job",10,34.81928,39.63855,1,844.34320000012
43,181,"Should nuclear energy replace fossil fuels?","Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency",17,96.74699,88.6747,0,1640.0671999997
44,136,"Should lottery be an integral component of democratic political systems?","Politics would be more representative under a lottery system",9,68.6747,31.44578,1,4946.32719999971
45,173,"Should abortion be considered murder?","Since death is the intention, such procedures should be considered murder",11,29.63855,76.62651,0,2104.73120000027
46,167,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,56.0241,37.10843,1,4353.02800000005
47,175,"Should abortion be considered murder?","A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,76.98795,71.44578,0,1502.18440000026
48,221,"Should the use of plastic be avoided?","The less plastic we use, the less plastic we need to produce",12,93.61446,86.0241,0,1676.31280000007
49,126,"Is Science Akin To Religion?","Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,38.91566,41.08434,1,12330.8252000008
50,161,"Should some people feel obliged to change their lifestyle to combat global warming?","People in today's society should change their lifestyles because the quality of life of future generations is equally important",19,80.48193,38.31325,0,3503.02119999926
51,50,"Did a divine being create the universe?","Observations have dwindled for God's creative power as humanity has advanced",11,53.61446,46.98795,1,4848.56239999994
52,140,"Should lottery be an integral component of democratic political systems?","There would be less corruption as every time the lottery happens, all the corruption would leave",16,41.80723,44.09639,1,5388.2664000002
53,289,"Should we adapt to climate change rather than avert it?","Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,36.0241,42.6506,0,8132.73519999999
54,228,"Should the use of plastic be avoided?","Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to",16,25.42169,30.48193,0,1892.22800000012
55,132,"Is social media helping or harming human relationships?","Social media allows users to connect with more people",9,86.14458,83.61446,0,2149.3279999994
56,60,"Do electronic devices help or hurt children's development?","Devices can negatively affect children's social and psychological development",9,83.49398,22.53012,0,4956.97519999987
57,56,"Do electronic devices help or hurt children's development?","Electronic devices help differently abled children read and write like other kids",12,82.28916,77.59036,0,6334.53839999984
58,276,"Should there be no limit to freedom of speech?","Isolated speech has zero capacity to inflict physical harm",9,37.46988,41.68675,0,5052.8395999996
59,177,"Should animal testing be banned?","There are preferable alternatives to animal testing that are more accurate and humane",13,34.21687,65.18072,0,7858.15599999984
60,150,"Is modern technology a disadvantage to society?","Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,63.25301,34.45783,1,6305.86679999984
61,246,"Should all drugs be legalised?","If drugs were legalised, the drug trade would be less able to fuel serious crime",15,70.12048,43.25301,0,1323.13439999975
62,152,"Is modern technology a disadvantage to society?","Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,56.98795,21.08434,0,2509.45360000036
63,37,"Is Darwinian Evolution Philosophy or Science?","Darwin's theory has logical flaws and is therefore hardly in the realm of science",14,29.03614,82.40964,0,1331.51639999996
64,130,"Is social media helping or harming human relationships?","Social media has made it easier to communicate, improving the quality of communication",13,64.57831,39.39759,0,2959.66920000012
65,194,"Should religion be involved in politics?","Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army",15,57.22892,42.40964,1,9657.65640000033
66,290,"Should we adapt to climate change rather than avert it?","If we decide to adapt to climate change, then we will lose the ability to avert it",17,36.38554,38.79518,0,3519.57600000023
67,157,"Is modern technology a disadvantage to society?","Technology has forever changed day-to-day life for the better",9,85.66265,77.71084,0,3882.83519999997
68,24,"Are Humans fundamentally different from other animals?","Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness",16,61.92771,56.50602,0,3757.61599999969
69,164,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies",21,84.81928,79.15663,0,4115.01480000024
70,26,"Are Humans fundamentally different from other animals?","All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,16.62651,72.6506,0,1850.87120000029
71,200,"Should the sale of genetically modified food be banned?","Genetically modified foods can be harmful to the environment and ecosystems",11,70.72289,25.18072,0,6784.92520000075
72,247,"Should all drugs be legalised?","Using drugs can be an important and positive experience for individuals and communities",13,59.03614,40.12048,0,6025.10240000021
73,195,"Should Sex Work Be Legal?","The government has no right to outlaw an interaction between consenting adults",12,67.10843,77.95181,0,3244.78560000064
74,190,"Should religion be involved in politics?","Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,69.27711,60.36145,0,3171.66840000043
75,237,"Will man-made climate change cause human extinction?","Evidences and statistics suggest that actions taken by us are enough to deal with major climate change",17,52.16867,26.14458,0,1347.15199999977
76,59,"Do electronic devices help or hurt children's development?","Using devices in school can negatively affect children's grades",9,28.07229,71.08434,0,3243.31560000056
77,233,"Will man-made climate change cause human extinction?","Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,20,25.66265,0,3511.05360000068
78,119,"Is Science Akin To Religion?","Science and religion both use personal experience as a means to understand existence",13,39.51807,32.53012,0,714.607999999775
79,287,"Should we adapt to climate change rather than avert it?","It is impossible to stop climate change and its impacts",10,81.80723,22.77108,0,486.397600000025
80,115,"Is radiation from cell phones and Wi-Fi harmful?","The effects of cell phones and Wi-Fi are minimal at best",11,67.71084,36.86747,1,1481.50079999957
81,212,"Is Eating Meat Wrong?","Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,58.79518,45.18072,0,417.584799999604
82,117,"Is Science Akin To Religion?","Science and religion are similar in that both have been used to explain the origin of man",17,92.16867,74.45783,0,2812.11599999946
83,166,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","The ability for people to control their own reproduction is fundamental to achieving gender equality",15,83.73494,63.85542,0,8291.1231999998
84,62,"Do electronic devices help or hurt children's development?","Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative",17,39.27711,60.48193,0,1474.85359999957
85,124,"Is Science Akin To Religion?","Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,94.93976,89.87952,0,2981.80239999923
86,29,"Are Humans fundamentally different from other animals?","Genetics prove humans are fundamentally very similar to other species",10,68.91566,86.38554,0,2719.85799999978
87,213,"Is Eating Meat Wrong?","Vegetarian diets directly and indirectly contribute to better health outcomes for all humans",13,69.03614,73.9759,0,397.535199999809
88,196,"Should Sex Work Be Legal?","It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,59.87952,42.77108,0,1029.75039999955
89,198,"Should Sex Work Be Legal?","The legalisation of sex work increases its prevalence, resulting in more harm",12,77.10843,33.37349,0,1308.95200000005
90,49,"Did a divine being create the universe?","Science offers alternative explanations for the origin of the universe",10,62.40964,39.63855,0,5280.73760000058
91,203,"Should the sale of genetically modified food be banned?","A universal ban is not the right approach to addressing any potential problems with genetically modified foods",17,74.57831,59.39759,1,932.083199999761
92,199,"Should the sale of genetically modified food be banned?","Genetically modified food endangers the health of people who consume it",11,32.89157,38.79518,0,592.061599999667
93,286,"Should we adapt to climate change rather than avert it?","Adapting to climate change would be faster than averting it",10,42.6506,42.40964,0,2329.61559999967
94,222,"Should the use of plastic be avoided?","Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,80,69.75904,0,5646.11440000055
95,149,"Is modern technology a disadvantage to society?","Relying too heavily on technology makes a society vulnerable",9,29.15663,66.0241,0,3195.3648000001
96,180,"Should animal testing be banned?","Animal testing is an effective method of testing products",9,84.33735,34.33735,0,2491.17240000004
97,280,"Should there be no limit to freedom of speech?","Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies",13,80.96386,22.6506,0,2348.11359999934
98,134,"Is social media helping or harming human relationships?","Social media is shown to induce depression in individuals",9,69.87952,17.95181,0,1291.9152000004
99,188,"Should religion be involved in politics?","The involvement of religion in politics is necessary to ensure laws and policies are ethical",15,54.57831,45.54217,1,3425.88959999988
100,155,"Is modern technology a disadvantage to society?","Technologically backwards countries have no power on the global stage",10,56.0241,32.04819,0,2610.64560000086
