"Order","Index","Topic","Argument","Words","Agreement","Emotions","New","Fixation.Time"
16,193,"Should religion be involved in politics?","Involving religion in politics is antithetical to the principles of a secular democratic society",14,80.60241,61.08434,0,6174.96799999999
17,221,"Should the use of plastic be avoided?","The less plastic we use, the less plastic we need to produce",12,99.87952,100,0,5701.64880000003
18,119,"Is Science Akin To Religion?","Science and religion both use personal experience as a means to understand existence",13,30.84337,50,1,9342.70960000029
19,227,"Should the use of plastic be avoided?","As long as it is reusable, there is nothing wrong with plastic",12,16.74699,22.40964,0,5931.53280000004
20,130,"Is social media helping or harming human relationships?","Social media has made it easier to communicate, improving the quality of communication",13,87.59036,87.46988,0,6199.17519999994
21,230,"Will man-made climate change cause human extinction?","Animal species have already started to become extinct. Human extinction is likely to follow",14,80.36145,14.57831,1,23541.4752000002
22,232,"Will man-made climate change cause human extinction?","If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,50,50,1,7666.83759999997
23,217,"Is Eating Meat Wrong?","Consuming meat is an important part of many cultures and religions",11,70.48193,0.84337,0,3296.53200000001
24,151,"Is modern technology a disadvantage to society?","We are unable to enjoy the present moments in our life due to technology",14,68.07229,24.33735,0,7317.53920000017
25,222,"Should the use of plastic be avoided?","Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,84.57831,27.59036,0,6647.95679999987
26,124,"Is Science Akin To Religion?","Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,94.09639,50,0,6641.6120000002
27,161,"Should some people feel obliged to change their lifestyle to combat global warming?","People in today's society should change their lifestyles because the quality of life of future generations is equally important",19,99.15663,82.6506,0,13230.0808000001
28,59,"Do electronic devices help or hurt children's development?","Using devices in school can negatively affect children's grades",9,21.44578,22.40964,0,6866.86799999996
29,29,"Are Humans fundamentally different from other animals?","Genetics prove humans are fundamentally very similar to other species",10,62.53012,60.96386,0,15094.4007999999
30,242,"Will man-made climate change cause human extinction?","Man-made carbon emissions are likely to protect humans from another ice age",12,18.55422,13.13253,1,7673.20719999977
31,288,"Should we adapt to climate change rather than avert it?","Humanity has a long history of successfully adapting to climate change",11,31.3253,33.01205,1,8708.05600000033
32,181,"Should nuclear energy replace fossil fuels?","Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency",17,50,50,0,8530.40239999991
33,229,"Will man-made climate change cause human extinction?","The effects of global warming directly threaten the land and environment that humans need to live",16,89.87952,11.20482,0,14342.2360000002
34,136,"Should lottery be an integral component of democratic political systems?","Politics would be more representative under a lottery system",9,50,50,1,6857.59359999979
35,153,"Is modern technology a disadvantage to society?","Our society is changing at a pace that must be matched by technological development to prevent disaster",17,60.60241,43.73494,1,6126.61120000063
36,286,"Should we adapt to climate change rather than avert it?","Adapting to climate change would be faster than averting it",10,37.22892,38.43373,0,3583.3176000003
37,37,"Is Darwinian Evolution Philosophy or Science?","Darwin's theory has logical flaws and is therefore hardly in the realm of science",14,63.01205,50,1,14137.7375999991
38,159,"Should some people feel obliged to change their lifestyle to combat global warming?","Changes to individual lifestyles do not make a difference",9,0.60241,3.85542,0,10041.8416000002
39,115,"Is radiation from cell phones and Wi-Fi harmful?","The effects of cell phones and Wi-Fi are minimal at best",11,20.84337,22.16867,0,9296.06640000024
40,176,"Should abortion be considered murder?","Equating abortion with murder would cause women to use unsafe methods and put their lives at risk",17,72.77108,23.61446,1,8611.54559999983
41,21,"Are Humans fundamentally different from other animals?","Humans are intellectually superior to other beings on Earth",9,50,50,1,4749.89439999999
42,249,"Should all drugs be legalised?","Drugs should remain banned because they are detrimental to the health of those who use them",16,100,13.13253,0,6672.55519999983
43,162,"Should some people feel obliged to change their lifestyle to combat global warming?","People living in privileged positions have a moral responsibility to change their lifestyles",13,50,50,1,9591.51519999944
44,31,"Is Darwinian Evolution Philosophy or Science?","No single example of evolution has ever been documented",9,50,50,1,6480.10960000008
45,180,"Should animal testing be banned?","Animal testing is an effective method of testing products",9,0,0.24096,0,2549.86240000045
46,121,"Is Science Akin To Religion?","Science and religion both need belief in something that you do not personally understand to function",16,58.19277,50,1,11078.8224000006
47,56,"Do electronic devices help or hurt children's development?","Electronic devices help differently abled children read and write like other kids",12,65.90361,64.81928,1,13476.7536000005
48,177,"Should animal testing be banned?","There are preferable alternatives to animal testing that are more accurate and humane",13,100,100,0,6034.44639999932
49,203,"Should the sale of genetically modified food be banned?","A universal ban is not the right approach to addressing any potential problems with genetically modified foods",17,50,50,1,6508.60239999974
50,272,"Should there be no limit to freedom of speech?","Censorship leads to narrow mindedness by preventing sincere and open discussion",11,75.78313,28.55422,0,9357.76879999996
51,140,"Should lottery be an integral component of democratic political systems?","There would be less corruption as every time the lottery happens, all the corruption would leave",16,50,50,1,5108.40080000029
52,290,"Should we adapt to climate change rather than avert it?","If we decide to adapt to climate change, then we will lose the ability to avert it",17,78.55422,76.26506,0,6074.88960000011
53,200,"Should the sale of genetically modified food be banned?","Genetically modified foods can be harmful to the environment and ecosystems",11,70.12048,64.21687,0,6250.69279999949
54,23,"Are Humans fundamentally different from other animals?","Humans have a sense of self-awareness and individual identity",9,90.60241,93.85542,0,3658.95999999961
55,213,"Is Eating Meat Wrong?","Vegetarian diets directly and indirectly contribute to better health outcomes for all humans",13,98.31325,94.93976,0,3906.57279999973
56,214,"Is Eating Meat Wrong?","Ending the production of meat will be necessary in order to meet the growing food needs of the world's population",20,92.89157,87.71084,0,9283.6871999997
57,152,"Is modern technology a disadvantage to society?","Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,50,50,1,18394.0216
58,276,"Should there be no limit to freedom of speech?","Isolated speech has zero capacity to inflict physical harm",9,50,50,1,5575.31919999991
59,175,"Should abortion be considered murder?","A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,69.39759,50,1,7507.04320000031
60,167,"Pro-Life vs Pro-Choice: Should Abortion be Legal?","If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,24.33735,28.6747,1,7667.0079999998
61,220,"Should the use of plastic be avoided?","The less plastic we use, the less plastic pollution there will be",12,89.39759,33.61446,0,4333.3928000005
62,228,"Should the use of plastic be avoided?","Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to",16,28.91566,19.39759,1,7783.47920000053
63,245,"Should all drugs be legalised?","The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped",17,30.72289,23.85542,1,5363.16959999991
64,202,"Should the sale of genetically modified food be banned?","Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies",12,71.08434,72.89157,0,8640.76879999996
65,212,"Is Eating Meat Wrong?","Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,98.31325,0.84337,0,3541.52399999998
66,233,"Will man-made climate change cause human extinction?","Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,85.42169,13.37349,1,8141.42560000019
67,156,"Is modern technology a disadvantage to society?","Many societies would not be possible without modern technology - especially large urbanized societies",14,71.3253,58.07229,0,9042.00080000016
68,26,"Are Humans fundamentally different from other animals?","All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,3.73494,12.16867,0,11558.7616000003
69,281,"Should there be no limit to freedom of speech?","One person's freedom ends where another's begins: offensive, threatening speech should be illegal",13,50,50,1,6899.88399999985
70,50,"Did a divine being create the universe?","Observations have dwindled for God's creative power as humanity has advanced",11,50,50,1,5859.7071999996
71,190,"Should religion be involved in politics?","Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,0,1.92771,0,4666.75120000029
72,117,"Is Science Akin To Religion?","Science and religion are similar in that both have been used to explain the origin of man",17,32.77108,50,0,11758.7456
73,246,"Should all drugs be legalised?","If drugs were legalised, the drug trade would be less able to fuel serious crime",15,20.48193,15.90361,1,12568.4848000003
74,128,"Is Science Akin To Religion?","There exist many kinds of different religions, some are akin to science, and some are not",16,16.50602,20.36145,1,8509.2703999998
75,184,"Should nuclear energy replace fossil fuels?","There is a concern in nuclear reactor safety and potential disaster to stakeholders",13,50,50,1,8792.35520000034
76,116,"Is radiation from cell phones and Wi-Fi harmful?","Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,12.53012,9.27711,1,9959.08079999977
77,287,"Should we adapt to climate change rather than avert it?","It is impossible to stop climate change and its impacts",10,55.66265,30.36145,0,4366.57760000019
78,54,"Do electronic devices help or hurt children's development?","Devices can benefit parents by offering them greater control over their children's development",13,89.75904,93.9759,0,6928.81279999961
79,134,"Is social media helping or harming human relationships?","Social media is shown to induce depression in individuals",9,98.6747,5.42169,0,3450.42880000034
80,219,"Is Eating Meat Wrong?","Eating meat is a key element of human nature, evolution, and physiology/biology and thus its consumption is inherent to humankind",20,0.48193,0.96386,0,7690.28800000018
81,158,"Should some people feel obliged to change their lifestyle to combat global warming?","Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale",19,98.43373,72.6506,0,10084.7559999998
82,155,"Is modern technology a disadvantage to society?","Technologically backwards countries have no power on the global stage",10,50,50,1,5124.24240000034
83,62,"Do electronic devices help or hurt children's development?","Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative",17,39.15663,29.15663,1,11089.3415999997
84,123,"Is Science Akin To Religion?","Science is highly dynamic and constantly evolving; religions are usually static and conservatory",13,93.9759,91.20482,1,8280.50079999934
85,149,"Is modern technology a disadvantage to society?","Relying too heavily on technology makes a society vulnerable",9,73.13253,27.59036,0,7967.3655999999
86,150,"Is modern technology a disadvantage to society?","Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,60.48193,62.16867,1,10717.6799999978
87,49,"Did a divine being create the universe?","Science offers alternative explanations for the origin of the universe",10,71.08434,27.46988,0,5812.56959999935
88,204,"Should the sale of genetically modified food be banned?","GMOs are more cost effective than unmodified foods, bringing many benefits",11,65.42169,59.63855,0,6684.39679999789
89,198,"Should Sex Work Be Legal?","The legalisation of sex work increases its prevalence, resulting in more harm",12,98.31325,12.28916,1,6521.85439999914
90,112,"Is radiation from cell phones and Wi-Fi harmful?","Cell phone radiation is absorbed more by children's brains than by adult's brains",13,58.79518,4.81928,1,7916.89440000104
91,188,"Should religion be involved in politics?","The involvement of religion in politics is necessary to ensure laws and policies are ethical",15,3.37349,4.33735,0,8902.85440000077
92,60,"Do electronic devices help or hurt children's development?","Devices can negatively affect children's social and psychological development",9,42.53012,41.44578,0,9541.69440000085
93,216,"Is Eating Meat Wrong?","The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate",20,0,0,0,16919.4064000009
94,236,"Will man-made climate change cause human extinction?","Climate Change is slow. We can adapt within that timeframe",10,4.09639,13.49398,1,10588.3615999995
95,195,"Should Sex Work Be Legal?","The government has no right to outlaw an interaction between consenting adults",12,24.57831,16.86747,1,10461.0432000004
96,199,"Should the sale of genetically modified food be banned?","Genetically modified food endangers the health of people who consume it",11,58.43373,50,0,10500.6528000007
97,157,"Is modern technology a disadvantage to society?","Technology has forever changed day-to-day life for the better",9,58.31325,56.38554,0,4824.62640000089
98,280,"Should there be no limit to freedom of speech?","Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies",13,23.49398,19.75904,1,19097.3727999993
99,247,"Should all drugs be legalised?","Using drugs can be an important and positive experience for individuals and communities",13,0,0,1,10382.9055999992
100,126,"Is Science Akin To Religion?","Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,50,50,1,25787.050399998
