Order,Index,Topic,Argument,Words,Agreement,Emotions,New
69,115,Is radiation from cell phones and Wi-Fi harmful?,The effects of cell phones and Wi-Fi are minimal at best,11,65.78313,50.0,0
70,247,Should all drugs be legalised?,Using drugs can be an important and positive experience for individuals and communities,13,17.46988,50.0,0
71,47,Did a divine being create the universe?,Many complex phenomena and interactions in the universe indicate the work of a creator,14,41.92771,50.0,0
72,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,53.49398,50.0,1
73,49,Did a divine being create the universe?,Science offers alternative explanations for the origin of the universe,10,85.42169,50.0,0
74,138,Should lottery be an integral component of democratic political systems?,Politicians elected via lottery would be better at their job,10,40.96386,50.0,1
75,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,22.53012,50.0,0
76,21,Are Humans fundamentally different from other animals?,Humans are intellectually superior to other beings on Earth,9,53.25301,50.0,0
77,62,Do electronic devices help or hurt children's development?,Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative,17,46.0241,50.0,0
78,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,42.40964,50.0,0
79,290,Should we adapt to climate change rather than avert it?,"If we decide to adapt to climate change, then we will lose the ability to avert it",17,44.57831,50.0,0
80,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,33.25301,50.0,0
81,181,Should nuclear energy replace fossil fuels?,Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency,17,73.85542,54.57831,0
82,288,Should we adapt to climate change rather than avert it?,Humanity has a long history of successfully adapting to climate change,11,52.77108,50.0,0
83,217,Is Eating Meat Wrong?,Consuming meat is an important part of many cultures and religions,11,53.73494,50.0,0
84,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,65.42169,50.0,0
85,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,46.98795,50.0,1
86,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,60.72289,50.0,0
87,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,46.14458,50.0,1
88,112,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation is absorbed more by children's brains than by adult's brains,13,37.59036,50.0,0
89,188,Should religion be involved in politics?,The involvement of religion in politics is necessary to ensure laws and policies are ethical,15,10.96386,50.0,0
90,152,Is modern technology a disadvantage to society?,"Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,52.89157,50.0,0
91,101,Is it ethically wrong to watch pornography?,"Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,50.0,50.0,1
92,287,Should we adapt to climate change rather than avert it?,It is impossible to stop climate change and its impacts,10,60.60241,50.0,0
93,214,Is Eating Meat Wrong?,Ending the production of meat will be necessary in order to meet the growing food needs of the world's population,20,37.83133,50.72289,0
94,242,Will man-made climate change cause human extinction?,Man-made carbon emissions are likely to protect humans from another ice age,12,34.57831,50.0,1
95,149,Is modern technology a disadvantage to society?,Relying too heavily on technology makes a society vulnerable,9,24.45783,50.0,0
96,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,92.04819,56.26506,0
97,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,86.50602,55.18072,0
98,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,40.72289,50.0,1
99,222,Should the use of plastic be avoided?,"Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,53.73494,50.0,1
100,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,79.87952,50.60241,0
