Order,Index,Topic,Argument,Words,Agreement,Emotions,New
36,116,Is radiation from cell phones and Wi-Fi harmful?,"Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,93.01205,85.90361,0
37,130,Is social media helping or harming human relationships?,"Social media has made it easier to communicate, improving the quality of communication",13,84.09639,77.22892,0
38,161,Should some people feel obliged to change their lifestyle to combat global warming?,People in today's society should change their lifestyles because the quality of life of future generations is equally important,19,76.98795,71.92771,0
39,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,24.33735,32.28916,0
40,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,100.0,75.90361,0
41,134,Is social media helping or harming human relationships?,Social media is shown to induce depression in individuals,9,88.31325,29.03614,0
42,162,Should some people feel obliged to change their lifestyle to combat global warming?,People living in privileged positions have a moral responsibility to change their lifestyles,13,62.04819,59.51807,0
43,288,Should we adapt to climate change rather than avert it?,Humanity has a long history of successfully adapting to climate change,11,17.95181,17.71084,0
44,184,Should nuclear energy replace fossil fuels?,There is a concern in nuclear reactor safety and potential disaster to stakeholders,13,92.89157,41.08434,0
45,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,61.44578,43.25301,0
46,119,Is Science Akin To Religion?,Science and religion both use personal experience as a means to understand existence,13,22.28916,30.12048,0
47,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,71.68675,31.3253,0
48,156,Is modern technology a disadvantage to society?,Many societies would not be possible without modern technology - especially large urbanized societies,14,90.96386,67.83133,0
49,49,Did a divine being create the universe?,Science offers alternative explanations for the origin of the universe,10,89.63855,89.51807,0
50,214,Is Eating Meat Wrong?,Ending the production of meat will be necessary in order to meet the growing food needs of the world's population,20,7.3494,7.22892,1
51,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,84.45783,62.77108,0
52,176,Should abortion be considered murder?,Equating abortion with murder would cause women to use unsafe methods and put their lives at risk,17,89.03614,40.24096,0
53,217,Is Eating Meat Wrong?,Consuming meat is an important part of many cultures and religions,11,68.07229,72.28916,0
54,107,Is it ethically wrong to watch pornography?,"Watching pornography contributes to human rights abuses, including gender inequality",10,64.57831,42.28916,0
55,150,Is modern technology a disadvantage to society?,"Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,75.42169,24.09639,1
56,247,Should all drugs be legalised?,Using drugs can be an important and positive experience for individuals and communities,13,62.04819,43.49398,0
57,60,Do electronic devices help or hurt children's development?,Devices can negatively affect children's social and psychological development,9,89.15663,38.07229,0
58,237,Will man-made climate change cause human extinction?,Evidences and statistics suggest that actions taken by us are enough to deal with major climate change,17,74.09639,72.89157,0
59,246,Should all drugs be legalised?,"If drugs were legalised, the drug trade would be less able to fuel serious crime",15,77.95181,71.56627,0
60,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,90.12048,70.36145,0
61,153,Is modern technology a disadvantage to society?,Our society is changing at a pace that must be matched by technological development to prevent disaster,17,19.03614,66.38554,0
62,23,Are Humans fundamentally different from other animals?,Humans have a sense of self-awareness and individual identity,9,98.6747,11.08434,0
63,227,Should the use of plastic be avoided?,"As long as it is reusable, there is nothing wrong with plastic",12,23.9759,29.27711,0
64,219,Is Eating Meat Wrong?,"Eating meat is a key element of human nature, evolution, and physiology/biology and thus its consumption is inherent to humankind",20,70.36145,50.0,0
65,123,Is Science Akin To Religion?,Science is highly dynamic and constantly evolving; religions are usually static and conservatory,13,83.85542,37.46988,0
66,194,Should religion be involved in politics?,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,15,77.71084,74.45783,0
67,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,90.36145,74.33735,0
68,220,Should the use of plastic be avoided?,"The less plastic we use, the less plastic pollution there will be",12,83.9759,65.54217,0
69,167,Pro-Life vs Pro-Choice: Should Abortion be Legal?,"If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,75.66265,36.38554,0
70,143,Should lottery be an integral component of democratic political systems?,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,16,83.25301,23.13253,1
71,47,Did a divine being create the universe?,Many complex phenomena and interactions in the universe indicate the work of a creator,14,0.0,0.0,0
72,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,62.77108,35.66265,0
73,158,Should some people feel obliged to change their lifestyle to combat global warming?,Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale,19,94.45783,89.15663,0
74,233,Will man-made climate change cause human extinction?,"Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,87.10843,28.55422,0
75,175,Should abortion be considered murder?,"A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,83.61446,56.62651,0
76,138,Should lottery be an integral component of democratic political systems?,Politicians elected via lottery would be better at their job,10,30.96386,29.75904,1
77,31,Is Darwinian Evolution Philosophy or Science?,No single example of evolution has ever been documented,9,0.0,0.0,0
78,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,80.36145,74.93976,0
79,50,Did a divine being create the universe?,Observations have dwindled for God's creative power as humanity has advanced,11,100.0,75.90361,0
80,115,Is radiation from cell phones and Wi-Fi harmful?,The effects of cell phones and Wi-Fi are minimal at best,11,90.0,81.80723,0
81,222,Should the use of plastic be avoided?,"Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,85.66265,23.85542,0
82,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,83.25301,4.33735,0
83,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,80.36145,32.40964,0
84,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,22.53012,29.87952,0
85,62,Do electronic devices help or hurt children's development?,Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative,17,36.98795,41.68675,0
86,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,95.3012,91.68675,0
87,188,Should religion be involved in politics?,The involvement of religion in politics is necessary to ensure laws and policies are ethical,15,0.0,0.0,0
88,276,Should there be no limit to freedom of speech?,Isolated speech has zero capacity to inflict physical harm,9,0.0,16.50602,0
89,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,100.0,96.86747,0
90,155,Is modern technology a disadvantage to society?,Technologically backwards countries have no power on the global stage,10,75.3012,32.40964,0
91,281,Should there be no limit to freedom of speech?,"One person's freedom ends where another's begins: offensive, threatening speech should be illegal",13,94.09639,64.45783,0
92,204,Should the sale of genetically modified food be banned?,"GMOs are more cost effective than unmodified foods, bringing many benefits",11,60.84337,61.92771,0
93,173,Should abortion be considered murder?,"Since death is the intention, such procedures should be considered murder",11,21.44578,42.04819,0
94,152,Is modern technology a disadvantage to society?,"Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,79.15663,33.01205,0
95,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,71.20482,40.36145,0
96,193,Should religion be involved in politics?,Involving religion in politics is antithetical to the principles of a secular democratic society,14,93.73494,77.46988,0
97,151,Is modern technology a disadvantage to society?,We are unable to enjoy the present moments in our life due to technology,14,33.25301,32.6506,0
98,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,100.0,82.04819,0
99,180,Should animal testing be banned?,Animal testing is an effective method of testing products,9,60.48193,30.36145,0
100,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,66.62651,58.79518,0
