Order,Index,Topic,Argument,Words,Agreement,Emotions,New
24,288,Should we adapt to climate change rather than avert it?,Humanity has a long history of successfully adapting to climate change,11,63.49398,36.62651,1
25,162,Should some people feel obliged to change their lifestyle to combat global warming?,People living in privileged positions have a moral responsibility to change their lifestyles,13,29.75904,38.91566,0
26,24,Are Humans fundamentally different from other animals?,Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness,16,88.91566,78.91566,0
27,204,Should the sale of genetically modified food be banned?,"GMOs are more cost effective than unmodified foods, bringing many benefits",11,83.85542,79.27711,0
28,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,100.0,100.0,0
29,287,Should we adapt to climate change rather than avert it?,It is impossible to stop climate change and its impacts,10,20.60241,34.57831,0
30,198,Should Sex Work Be Legal?,"The legalisation of sex work increases its prevalence, resulting in more harm",12,8.31325,30.24096,1
31,233,Will man-made climate change cause human extinction?,"Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,38.19277,43.13253,1
32,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,95.18072,85.3012,0
33,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,74.45783,17.95181,0
34,119,Is Science Akin To Religion?,Science and religion both use personal experience as a means to understand existence,13,14.21687,40.0,0
35,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,73.37349,41.80723,0
36,126,Is Science Akin To Religion?,"Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,96.98795,100.0,0
37,217,Is Eating Meat Wrong?,Consuming meat is an important part of many cultures and religions,11,67.3494,30.36145,1
38,188,Should religion be involved in politics?,The involvement of religion in politics is necessary to ensure laws and policies are ethical,15,0.0,7.22892,0
39,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,100.0,96.38554,0
40,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,62.04819,40.60241,0
41,242,Will man-made climate change cause human extinction?,Man-made carbon emissions are likely to protect humans from another ice age,12,46.86747,28.91566,1
42,115,Is radiation from cell phones and Wi-Fi harmful?,The effects of cell phones and Wi-Fi are minimal at best,11,100.0,87.95181,0
43,107,Is it ethically wrong to watch pornography?,"Watching pornography contributes to human rights abuses, including gender inequality",10,27.3494,36.0241,0
44,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,20.96386,36.26506,0
45,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,81.3253,75.66265,0
46,123,Is Science Akin To Religion?,Science is highly dynamic and constantly evolving; religions are usually static and conservatory,13,93.49398,93.37349,0
47,47,Did a divine being create the universe?,Many complex phenomena and interactions in the universe indicate the work of a creator,14,0.0,81.20482,0
48,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,91.44578,87.83133,0
49,214,Is Eating Meat Wrong?,Ending the production of meat will be necessary in order to meet the growing food needs of the world's population,20,35.54217,68.07229,0
50,280,Should there be no limit to freedom of speech?,Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies,13,86.62651,28.79518,0
51,175,Should abortion be considered murder?,"A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,100.0,80.84337,0
52,276,Should there be no limit to freedom of speech?,Isolated speech has zero capacity to inflict physical harm,9,11.68675,28.55422,0
53,221,Should the use of plastic be avoided?,"The less plastic we use, the less plastic we need to produce",12,100.0,87.10843,0
54,149,Is modern technology a disadvantage to society?,Relying too heavily on technology makes a society vulnerable,9,63.37349,41.20482,0
55,152,Is modern technology a disadvantage to society?,"Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,4.6988,92.6506,0
56,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,100.0,88.07229,0
57,227,Should the use of plastic be avoided?,"As long as it is reusable, there is nothing wrong with plastic",12,0.0,8.07229,0
58,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,34.93976,17.3494,0
59,130,Is social media helping or harming human relationships?,"Social media has made it easier to communicate, improving the quality of communication",13,70.24096,70.48193,0
60,247,Should all drugs be legalised?,Using drugs can be an important and positive experience for individuals and communities,13,96.62651,76.98795,0
61,21,Are Humans fundamentally different from other animals?,Humans are intellectually superior to other beings on Earth,9,100.0,95.3012,0
62,150,Is modern technology a disadvantage to society?,"Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,32.28916,43.9759,1
63,246,Should all drugs be legalised?,"If drugs were legalised, the drug trade would be less able to fuel serious crime",15,90.12048,71.08434,0
64,190,Should religion be involved in politics?,"Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,8.43373,14.33735,1
65,164,Pro-Life vs Pro-Choice: Should Abortion be Legal?,People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies,21,95.90361,88.43373,0
66,176,Should abortion be considered murder?,Equating abortion with murder would cause women to use unsafe methods and put their lives at risk,17,67.10843,35.3012,1
67,153,Is modern technology a disadvantage to society?,Our society is changing at a pace that must be matched by technological development to prevent disaster,17,76.62651,40.36145,1
68,134,Is social media helping or harming human relationships?,Social media is shown to induce depression in individuals,9,92.53012,6.74699,0
69,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,86.74699,77.71084,0
70,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,77.46988,20.60241,1
71,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,14.21687,31.80723,0
72,281,Should there be no limit to freedom of speech?,"One person's freedom ends where another's begins: offensive, threatening speech should be illegal",13,0.0,24.6988,1
73,177,Should animal testing be banned?,There are preferable alternatives to animal testing that are more accurate and humane,13,30.12048,39.27711,1
74,180,Should animal testing be banned?,Animal testing is an effective method of testing products,9,84.09639,59.75904,0
75,54,Do electronic devices help or hurt children's development?,Devices can benefit parents by offering them greater control over their children's development,13,21.80723,33.37349,1
76,167,Pro-Life vs Pro-Choice: Should Abortion be Legal?,"If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,100.0,100.0,0
77,121,Is Science Akin To Religion?,Science and religion both need belief in something that you do not personally understand to function,16,64.09639,73.49398,1
78,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,0.0,59.51807,1
79,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,4.45783,20.0,1
80,29,Are Humans fundamentally different from other animals?,Genetics prove humans are fundamentally very similar to other species,10,73.85542,65.54217,0
81,116,Is radiation from cell phones and Wi-Fi harmful?,"Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,100.0,79.39759,0
82,202,Should the sale of genetically modified food be banned?,Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies,12,87.59036,77.59036,1
83,156,Is modern technology a disadvantage to society?,Many societies would not be possible without modern technology - especially large urbanized societies,14,86.38554,72.28916,0
84,232,Will man-made climate change cause human extinction?,"If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,67.22892,32.40964,1
85,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,80.0,27.10843,0
86,193,Should religion be involved in politics?,Involving religion in politics is antithetical to the principles of a secular democratic society,14,58.31325,56.86747,1
87,59,Do electronic devices help or hurt children's development?,Using devices in school can negatively affect children's grades,9,10.36145,28.55422,0
88,236,Will man-made climate change cause human extinction?,Climate Change is slow. We can adapt within that timeframe,10,64.93976,73.61446,0
89,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,71.20482,64.93976,1
90,289,Should we adapt to climate change rather than avert it?,"Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,91.20482,85.06024,0
91,228,Should the use of plastic be avoided?,Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to,16,23.13253,31.68675,1
92,158,Should some people feel obliged to change their lifestyle to combat global warming?,Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale,19,87.95181,77.95181,0
93,112,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation is absorbed more by children's brains than by adult's brains,13,0.0,40.12048,1
94,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,92.40964,26.74699,0
95,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,25.42169,38.6747,1
96,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,89.15663,72.77108,0
97,140,Should lottery be an integral component of democratic political systems?,"There would be less corruption as every time the lottery happens, all the corruption would leave",16,31.92771,32.16867,1
98,194,Should religion be involved in politics?,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,15,55.3012,52.28916,1
99,161,Should some people feel obliged to change their lifestyle to combat global warming?,People in today's society should change their lifestyles because the quality of life of future generations is equally important,19,62.89157,74.21687,0
100,143,Should lottery be an integral component of democratic political systems?,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,16,84.45783,29.87952,0
