Order,Index,Topic,Argument,Words,Agreement,Emotions,New
33,156,Is modern technology a disadvantage to society?,Many societies would not be possible without modern technology - especially large urbanized societies,14,76.74699,74.09639,0
34,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,11.20482,50.0,1
35,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,35.42169,37.71084,0
36,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,0.0,43.49398,0
37,152,Is modern technology a disadvantage to society?,"Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,14.57831,40.48193,1
38,184,Should nuclear energy replace fossil fuels?,There is a concern in nuclear reactor safety and potential disaster to stakeholders,13,72.28916,36.38554,0
39,280,Should there be no limit to freedom of speech?,Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies,13,94.33735,44.57831,0
40,121,Is Science Akin To Religion?,Science and religion both need belief in something that you do not personally understand to function,16,22.53012,50.0,1
41,29,Are Humans fundamentally different from other animals?,Genetics prove humans are fundamentally very similar to other species,10,100.0,66.62651,0
42,214,Is Eating Meat Wrong?,Ending the production of meat will be necessary in order to meet the growing food needs of the world's population,20,98.6747,81.80723,0
43,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,68.91566,56.98795,0
44,198,Should Sex Work Be Legal?,"The legalisation of sex work increases its prevalence, resulting in more harm",12,44.09639,43.61446,1
45,180,Should animal testing be banned?,Animal testing is an effective method of testing products,9,100.0,41.08434,0
46,59,Do electronic devices help or hurt children's development?,Using devices in school can negatively affect children's grades,9,40.72289,29.87952,0
47,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,2.28916,38.55422,0
48,176,Should abortion be considered murder?,Equating abortion with murder would cause women to use unsafe methods and put their lives at risk,17,83.25301,64.81928,0
49,242,Will man-made climate change cause human extinction?,Man-made carbon emissions are likely to protect humans from another ice age,12,23.25301,27.22892,1
50,123,Is Science Akin To Religion?,Science is highly dynamic and constantly evolving; religions are usually static and conservatory,13,36.74699,54.6988,1
51,140,Should lottery be an integral component of democratic political systems?,"There would be less corruption as every time the lottery happens, all the corruption would leave",16,0.0,91.20482,1
52,115,Is radiation from cell phones and Wi-Fi harmful?,The effects of cell phones and Wi-Fi are minimal at best,11,77.71084,36.26506,0
53,190,Should religion be involved in politics?,"Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,5.3012,36.26506,0
54,151,Is modern technology a disadvantage to society?,We are unable to enjoy the present moments in our life due to technology,14,72.89157,13.9759,0
55,60,Do electronic devices help or hurt children's development?,Devices can negatively affect children's social and psychological development,9,80.0,20.60241,0
56,222,Should the use of plastic be avoided?,"Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,43.13253,42.28916,1
57,219,Is Eating Meat Wrong?,"Eating meat is a key element of human nature, evolution, and physiology/biology and thus its consumption is inherent to humankind",20,16.62651,62.40964,1
58,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,76.38554,43.25301,0
59,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,90.24096,59.87952,0
60,213,Is Eating Meat Wrong?,Vegetarian diets directly and indirectly contribute to better health outcomes for all humans,13,88.6747,86.38554,0
61,227,Should the use of plastic be avoided?,"As long as it is reusable, there is nothing wrong with plastic",12,0.0,12.53012,0
62,287,Should we adapt to climate change rather than avert it?,It is impossible to stop climate change and its impacts,10,44.81928,30.84337,1
63,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,74.81928,41.3253,0
64,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,65.90361,67.59036,0
65,276,Should there be no limit to freedom of speech?,Isolated speech has zero capacity to inflict physical harm,9,3.25301,38.6747,0
66,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,14.57831,39.15663,1
67,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,72.04819,58.6747,0
68,56,Do electronic devices help or hurt children's development?,Electronic devices help differently abled children read and write like other kids,12,81.3253,81.68675,0
69,126,Is Science Akin To Religion?,"Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,84.81928,77.59036,0
70,290,Should we adapt to climate change rather than avert it?,"If we decide to adapt to climate change, then we will lose the ability to avert it",17,29.27711,41.08434,1
71,49,Did a divine being create the universe?,Science offers alternative explanations for the origin of the universe,10,99.63855,64.93976,0
72,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,65.3012,57.3494,0
73,173,Should abortion be considered murder?,"Since death is the intention, such procedures should be considered murder",11,0.0,21.20482,0
74,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,21.20482,27.59036,1
75,116,Is radiation from cell phones and Wi-Fi harmful?,"Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,68.07229,54.81928,0
76,138,Should lottery be an integral component of democratic political systems?,Politicians elected via lottery would be better at their job,10,27.46988,93.9759,1
77,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,19.27711,35.42169,1
78,150,Is modern technology a disadvantage to society?,"Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,34.93976,55.18072,1
79,167,Pro-Life vs Pro-Choice: Should Abortion be Legal?,"If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,13.49398,30.36145,1
80,220,Should the use of plastic be avoided?,"The less plastic we use, the less plastic pollution there will be",12,99.03614,75.06024,0
81,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,37.10843,41.56627,1
82,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,61.08434,55.54217,0
83,143,Should lottery be an integral component of democratic political systems?,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,16,88.6747,82.53012,1
84,155,Is modern technology a disadvantage to society?,Technologically backwards countries have no power on the global stage,10,44.6988,46.86747,1
85,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,58.43373,55.18072,1
86,134,Is social media helping or harming human relationships?,Social media is shown to induce depression in individuals,9,77.59036,19.39759,0
87,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,19.87952,19.87952,1
88,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,19.39759,89.03614,1
89,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,17.10843,50.0,1
90,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,91.08434,66.74699,0
91,202,Should the sale of genetically modified food be banned?,Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies,12,88.79518,73.13253,0
92,37,Is Darwinian Evolution Philosophy or Science?,Darwin's theory has logical flaws and is therefore hardly in the realm of science,14,12.04819,44.09639,1
93,164,Pro-Life vs Pro-Choice: Should Abortion be Legal?,People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies,21,94.09639,64.93976,0
94,289,Should we adapt to climate change rather than avert it?,"Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,97.95181,68.55422,0
95,21,Are Humans fundamentally different from other animals?,Humans are intellectually superior to other beings on Earth,9,71.92771,31.56627,0
96,101,Is it ethically wrong to watch pornography?,"Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,66.14458,56.50602,1
97,149,Is modern technology a disadvantage to society?,Relying too heavily on technology makes a society vulnerable,9,35.78313,45.18072,1
98,204,Should the sale of genetically modified food be banned?,"GMOs are more cost effective than unmodified foods, bringing many benefits",11,86.38554,72.16867,0
99,194,Should religion be involved in politics?,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,15,73.61446,69.15663,0
100,107,Is it ethically wrong to watch pornography?,"Watching pornography contributes to human rights abuses, including gender inequality",10,45.78313,39.87952,1
