Order,Index,Topic,Argument,Words,Agreement,Emotions,New
47,24,Are Humans fundamentally different from other animals?,Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness,16,88.31325,53.61446,0
48,121,Is Science Akin To Religion?,Science and religion both need belief in something that you do not personally understand to function,16,53.85542,23.13253,0
49,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,18.79518,34.6988,0
50,213,Is Eating Meat Wrong?,Vegetarian diets directly and indirectly contribute to better health outcomes for all humans,13,71.44578,41.44578,0
51,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,74.6988,41.44578,0
52,173,Should abortion be considered murder?,"Since death is the intention, such procedures should be considered murder",11,23.37349,35.3012,0
53,119,Is Science Akin To Religion?,Science and religion both use personal experience as a means to understand existence,13,41.92771,41.80723,0
54,214,Is Eating Meat Wrong?,Ending the production of meat will be necessary in order to meet the growing food needs of the world's population,20,70.12048,38.79518,0
55,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,92.53012,66.50602,0
56,29,Are Humans fundamentally different from other animals?,Genetics prove humans are fundamentally very similar to other species,10,45.90361,46.74699,0
57,202,Should the sale of genetically modified food be banned?,Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies,12,89.15663,84.6988,0
58,158,Should some people feel obliged to change their lifestyle to combat global warming?,Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale,19,80.84337,41.20482,0
59,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,40.48193,37.71084,0
60,222,Should the use of plastic be avoided?,"Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,55.78313,39.63855,0
61,150,Is modern technology a disadvantage to society?,"Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,59.03614,34.45783,0
62,138,Should lottery be an integral component of democratic political systems?,Politicians elected via lottery would be better at their job,10,27.46988,46.14458,0
63,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,11.44578,44.21687,0
64,217,Is Eating Meat Wrong?,Consuming meat is an important part of many cultures and religions,11,79.75904,42.89157,0
65,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,47.46988,45.18072,0
66,162,Should some people feel obliged to change their lifestyle to combat global warming?,People living in privileged positions have a moral responsibility to change their lifestyles,13,90.36145,27.83133,0
67,246,Should all drugs be legalised?,"If drugs were legalised, the drug trade would be less able to fuel serious crime",15,79.87952,39.03614,0
68,188,Should religion be involved in politics?,The involvement of religion in politics is necessary to ensure laws and policies are ethical,15,0.0,20.96386,0
69,290,Should we adapt to climate change rather than avert it?,"If we decide to adapt to climate change, then we will lose the ability to avert it",17,44.45783,30.36145,0
70,237,Will man-made climate change cause human extinction?,Evidences and statistics suggest that actions taken by us are enough to deal with major climate change,17,27.3494,28.31325,0
71,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,35.66265,26.98795,0
72,134,Is social media helping or harming human relationships?,Social media is shown to induce depression in individuals,9,54.33735,46.50602,0
73,167,Pro-Life vs Pro-Choice: Should Abortion be Legal?,"If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,60.0,59.27711,0
74,287,Should we adapt to climate change rather than avert it?,It is impossible to stop climate change and its impacts,10,55.06024,31.3253,0
75,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,27.59036,38.43373,0
76,227,Should the use of plastic be avoided?,"As long as it is reusable, there is nothing wrong with plastic",12,46.74699,44.6988,0
77,143,Should lottery be an integral component of democratic political systems?,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,16,77.46988,43.25301,0
78,221,Should the use of plastic be avoided?,"The less plastic we use, the less plastic we need to produce",12,86.0241,77.10843,0
79,220,Should the use of plastic be avoided?,"The less plastic we use, the less plastic pollution there will be",12,96.14458,62.6506,0
80,249,Should all drugs be legalised?,Drugs should remain banned because they are detrimental to the health of those who use them,16,81.08434,42.77108,0
81,161,Should some people feel obliged to change their lifestyle to combat global warming?,People in today's society should change their lifestyles because the quality of life of future generations is equally important,19,95.78313,38.19277,0
82,212,Is Eating Meat Wrong?,"Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,82.53012,24.93976,0
83,47,Did a divine being create the universe?,Many complex phenomena and interactions in the universe indicate the work of a creator,14,83.85542,58.6747,0
84,288,Should we adapt to climate change rather than avert it?,Humanity has a long history of successfully adapting to climate change,11,45.54217,30.84337,0
85,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,56.38554,46.26506,0
86,56,Do electronic devices help or hurt children's development?,Electronic devices help differently abled children read and write like other kids,12,53.13253,54.33735,0
87,101,Is it ethically wrong to watch pornography?,"Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,74.6988,56.26506,0
88,247,Should all drugs be legalised?,Using drugs can be an important and positive experience for individuals and communities,13,4.57831,15.42169,0
89,194,Should religion be involved in politics?,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,15,54.6988,36.26506,0
90,232,Will man-made climate change cause human extinction?,"If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,47.10843,30.0,0
91,156,Is modern technology a disadvantage to society?,Many societies would not be possible without modern technology - especially large urbanized societies,14,75.54217,41.80723,0
92,123,Is Science Akin To Religion?,Science is highly dynamic and constantly evolving; religions are usually static and conservatory,13,97.83133,70.48193,0
93,184,Should nuclear energy replace fossil fuels?,There is a concern in nuclear reactor safety and potential disaster to stakeholders,13,58.91566,33.01205,0
94,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,93.61446,58.31325,0
95,233,Will man-made climate change cause human extinction?,"Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,46.62651,43.85542,0
96,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,54.93976,53.37349,0
97,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,57.3494,29.15663,0
98,54,Do electronic devices help or hurt children's development?,Devices can benefit parents by offering them greater control over their children's development,13,38.79518,46.50602,0
99,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,46.14458,58.31325,0
100,37,Is Darwinian Evolution Philosophy or Science?,Darwin's theory has logical flaws and is therefore hardly in the realm of science,14,2.40964,28.07229,0
