Order,Index,Topic,Argument,Words,Agreement,Emotions,New
22,161,Should some people feel obliged to change their lifestyle to combat global warming?,People in today's society should change their lifestyles because the quality of life of future generations is equally important,19,50.0,50.0,1
23,134,Is social media helping or harming human relationships?,Social media is shown to induce depression in individuals,9,61.56627,38.07229,0
24,177,Should animal testing be banned?,There are preferable alternatives to animal testing that are more accurate and humane,13,17.10843,23.25301,0
25,287,Should we adapt to climate change rather than avert it?,It is impossible to stop climate change and its impacts,10,50.0,50.0,1
26,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,50.0,50.0,1
27,236,Will man-made climate change cause human extinction?,Climate Change is slow. We can adapt within that timeframe,10,89.75904,32.28916,0
28,37,Is Darwinian Evolution Philosophy or Science?,Darwin's theory has logical flaws and is therefore hardly in the realm of science,14,50.0,50.0,1
29,190,Should religion be involved in politics?,"Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,79.27711,76.74699,0
30,119,Is Science Akin To Religion?,Science and religion both use personal experience as a means to understand existence,13,81.20482,80.24096,0
31,193,Should religion be involved in politics?,Involving religion in politics is antithetical to the principles of a secular democratic society,14,50.0,50.0,1
32,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,0.0,0.0,0
33,213,Is Eating Meat Wrong?,Vegetarian diets directly and indirectly contribute to better health outcomes for all humans,13,95.18072,93.37349,0
34,107,Is it ethically wrong to watch pornography?,"Watching pornography contributes to human rights abuses, including gender inequality",10,94.45783,12.16867,0
35,249,Should all drugs be legalised?,Drugs should remain banned because they are detrimental to the health of those who use them,16,98.31325,98.19277,0
36,220,Should the use of plastic be avoided?,"The less plastic we use, the less plastic pollution there will be",12,92.89157,96.38554,0
37,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,39.75904,40.0,1
38,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,50.0,50.0,1
39,123,Is Science Akin To Religion?,Science is highly dynamic and constantly evolving; religions are usually static and conservatory,13,50.0,50.0,1
40,175,Should abortion be considered murder?,"A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,99.27711,12.16867,0
41,47,Did a divine being create the universe?,Many complex phenomena and interactions in the universe indicate the work of a creator,14,50.0,50.0,1
42,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,50.0,50.0,1
43,219,Is Eating Meat Wrong?,"Eating meat is a key element of human nature, evolution, and physiology/biology and thus its consumption is inherent to humankind",20,86.62651,77.22892,0
44,121,Is Science Akin To Religion?,Science and religion both need belief in something that you do not personally understand to function,16,50.0,50.0,1
45,153,Is modern technology a disadvantage to society?,Our society is changing at a pace that must be matched by technological development to prevent disaster,17,50.0,50.0,1
46,188,Should religion be involved in politics?,The involvement of religion in politics is necessary to ensure laws and policies are ethical,15,72.04819,73.73494,0
47,232,Will man-made climate change cause human extinction?,"If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,79.03614,21.44578,0
48,156,Is modern technology a disadvantage to society?,Many societies would not be possible without modern technology - especially large urbanized societies,14,100.0,78.79518,0
49,289,Should we adapt to climate change rather than avert it?,"Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,83.73494,39.75904,0
50,212,Is Eating Meat Wrong?,"Eating meat, in the majority of cases, involves the cruel and immoral treatment of animals",15,8.55422,6.50602,0
51,115,Is radiation from cell phones and Wi-Fi harmful?,The effects of cell phones and Wi-Fi are minimal at best,11,35.54217,34.81928,0
52,280,Should there be no limit to freedom of speech?,Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies,13,93.49398,30.48193,0
53,237,Will man-made climate change cause human extinction?,Evidences and statistics suggest that actions taken by us are enough to deal with major climate change,17,27.95181,18.19277,0
54,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,50.0,50.0,1
55,230,Will man-made climate change cause human extinction?,Animal species have already started to become extinct. Human extinction is likely to follow,14,34.81928,27.95181,1
56,150,Is modern technology a disadvantage to society?,"Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,50.0,50.0,1
57,204,Should the sale of genetically modified food be banned?,"GMOs are more cost effective than unmodified foods, bringing many benefits",11,50.0,50.0,1
58,180,Should animal testing be banned?,Animal testing is an effective method of testing products,9,95.18072,50.72289,0
59,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,63.49398,67.10843,1
60,31,Is Darwinian Evolution Philosophy or Science?,No single example of evolution has ever been documented,9,50.0,50.0,1
61,194,Should religion be involved in politics?,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,15,50.48193,50.0,0
62,29,Are Humans fundamentally different from other animals?,Genetics prove humans are fundamentally very similar to other species,10,0.0,0.0,0
63,101,Is it ethically wrong to watch pornography?,"Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,5.18072,2.89157,0
64,281,Should there be no limit to freedom of speech?,"One person's freedom ends where another's begins: offensive, threatening speech should be illegal",13,93.49398,36.14458,0
65,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,98.79518,29.39759,0
66,62,Do electronic devices help or hurt children's development?,Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative,17,96.74699,49.87952,0
67,158,Should some people feel obliged to change their lifestyle to combat global warming?,Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale,19,88.55422,40.84337,0
68,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,50.0,8.07229,0
69,59,Do electronic devices help or hurt children's development?,Using devices in school can negatively affect children's grades,9,8.43373,32.6506,0
70,167,Pro-Life vs Pro-Choice: Should Abortion be Legal?,"If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,68.79518,50.0,0
71,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,50.0,50.0,1
72,155,Is modern technology a disadvantage to society?,Technologically backwards countries have no power on the global stage,10,99.39759,28.43373,0
73,24,Are Humans fundamentally different from other animals?,Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness,16,100.0,100.0,0
74,130,Is social media helping or harming human relationships?,"Social media has made it easier to communicate, improving the quality of communication",13,100.0,100.0,0
75,198,Should Sex Work Be Legal?,"The legalisation of sex work increases its prevalence, resulting in more harm",12,65.90361,50.0,0
76,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,85.06024,12.53012,0
77,140,Should lottery be an integral component of democratic political systems?,"There would be less corruption as every time the lottery happens, all the corruption would leave",16,98.07229,100.0,0
78,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,73.13253,23.9759,0
79,228,Should the use of plastic be avoided?,Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to,16,95.06024,99.03614,0
80,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,100.0,93.73494,0
81,227,Should the use of plastic be avoided?,"As long as it is reusable, there is nothing wrong with plastic",12,31.44578,30.60241,0
82,116,Is radiation from cell phones and Wi-Fi harmful?,"Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,62.6506,63.01205,1
83,21,Are Humans fundamentally different from other animals?,Humans are intellectually superior to other beings on Earth,9,100.0,100.0,0
84,288,Should we adapt to climate change rather than avert it?,Humanity has a long history of successfully adapting to climate change,11,64.45783,63.49398,0
85,246,Should all drugs be legalised?,"If drugs were legalised, the drug trade would be less able to fuel serious crime",15,8.07229,4.6988,1
86,181,Should nuclear energy replace fossil fuels?,Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency,17,50.0,50.0,1
87,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,50.0,50.0,1
88,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,100.0,97.71084,0
89,276,Should there be no limit to freedom of speech?,Isolated speech has zero capacity to inflict physical harm,9,50.0,50.0,1
90,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,100.0,100.0,0
91,184,Should nuclear energy replace fossil fuels?,There is a concern in nuclear reactor safety and potential disaster to stakeholders,13,50.0,50.0,1
92,149,Is modern technology a disadvantage to society?,Relying too heavily on technology makes a society vulnerable,9,71.20482,36.0241,1
93,112,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation is absorbed more by children's brains than by adult's brains,13,60.48193,35.78313,0
94,152,Is modern technology a disadvantage to society?,"Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,50.0,50.0,1
95,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,83.01205,50.0,0
96,164,Pro-Life vs Pro-Choice: Should Abortion be Legal?,People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies,21,100.0,49.75904,0
97,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,50.0,50.0,1
98,162,Should some people feel obliged to change their lifestyle to combat global warming?,People living in privileged positions have a moral responsibility to change their lifestyles,13,100.0,32.16867,0
99,176,Should abortion be considered murder?,Equating abortion with murder would cause women to use unsafe methods and put their lives at risk,17,84.45783,12.28916,1
100,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,50.0,50.0,1
