Order,Index,Topic,Argument,Words,Agreement,Emotions,New
51,121,Is Science Akin To Religion?,Science and religion both need belief in something that you do not personally understand to function,16,60.24096,50.0,0
52,60,Do electronic devices help or hurt children's development?,Devices can negatively affect children's social and psychological development,9,90.60241,9.03614,0
53,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,50.0,50.0,0
54,136,Should lottery be an integral component of democratic political systems?,Politics would be more representative under a lottery system,9,29.75904,40.72289,0
55,180,Should animal testing be banned?,Animal testing is an effective method of testing products,9,82.16867,50.0,0
56,177,Should animal testing be banned?,There are preferable alternatives to animal testing that are more accurate and humane,13,81.68675,50.0,0
57,101,Is it ethically wrong to watch pornography?,"Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,26.0241,43.01205,0
58,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,66.0241,50.0,0
59,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,80.84337,50.0,0
60,112,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation is absorbed more by children's brains than by adult's brains,13,64.09639,50.0,0
61,184,Should nuclear energy replace fossil fuels?,There is a concern in nuclear reactor safety and potential disaster to stakeholders,13,50.0,50.0,0
62,228,Should the use of plastic be avoided?,Plastic may just be replaced with something less environmentally sound. So it wouldn't make sense to,16,73.85542,73.13253,0
63,221,Should the use of plastic be avoided?,"The less plastic we use, the less plastic we need to produce",12,35.90361,29.03614,0
64,287,Should we adapt to climate change rather than avert it?,It is impossible to stop climate change and its impacts,10,23.25301,50.0,0
65,138,Should lottery be an integral component of democratic political systems?,Politicians elected via lottery would be better at their job,10,28.31325,50.0,0
66,196,Should Sex Work Be Legal?,"It is impossible to eradicate sex work as a profession. Therefore, it would be better to legalise it",18,50.0,50.0,0
67,236,Will man-made climate change cause human extinction?,Climate Change is slow. We can adapt within that timeframe,10,43.13253,50.0,0
68,29,Are Humans fundamentally different from other animals?,Genetics prove humans are fundamentally very similar to other species,10,71.92771,50.0,0
69,123,Is Science Akin To Religion?,Science is highly dynamic and constantly evolving; religions are usually static and conservatory,13,37.83133,50.0,0
70,150,Is modern technology a disadvantage to society?,"Technology allows individuals to own or control property at a distance, lessening that individual's direct responsibility for the property",19,66.38554,50.0,0
71,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,25.90361,50.0,0
72,217,Is Eating Meat Wrong?,Consuming meat is an important part of many cultures and religions,11,82.16867,50.0,0
73,280,Should there be no limit to freedom of speech?,Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies,13,75.18072,32.77108,0
74,23,Are Humans fundamentally different from other animals?,Humans have a sense of self-awareness and individual identity,9,70.60241,50.0,0
75,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,79.15663,50.0,0
76,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,28.07229,50.0,0
77,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,50.0,50.0,0
78,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,78.55422,50.0,0
79,56,Do electronic devices help or hurt children's development?,Electronic devices help differently abled children read and write like other kids,12,74.6988,70.0,0
80,242,Will man-made climate change cause human extinction?,Man-made carbon emissions are likely to protect humans from another ice age,12,54.33735,50.0,0
81,130,Is social media helping or harming human relationships?,"Social media has made it easier to communicate, improving the quality of communication",13,73.85542,50.0,0
82,181,Should nuclear energy replace fossil fuels?,Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency,17,61.56627,50.0,0
83,173,Should abortion be considered murder?,"Since death is the intention, such procedures should be considered murder",11,20.0,69.39759,0
84,113,Is radiation from cell phones and Wi-Fi harmful?,Cell phone radiation increases the permeability of the blood-brain barrier,10,66.14458,50.0,0
85,59,Do electronic devices help or hurt children's development?,Using devices in school can negatively affect children's grades,9,72.89157,31.80723,0
86,198,Should Sex Work Be Legal?,"The legalisation of sex work increases its prevalence, resulting in more harm",12,74.81928,50.0,0
87,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,68.6747,50.0,0
88,116,Is radiation from cell phones and Wi-Fi harmful?,"Cell phones and Wi-Fi emit non-ionising radiation, which is not harmful in small doses",14,56.86747,50.0,0
89,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,59.03614,50.0,0
90,190,Should religion be involved in politics?,"Almost all laws are based on moral beliefs, therefore it is appropriate for religious persons to be involved in politics",20,50.0,50.0,0
91,246,Should all drugs be legalised?,"If drugs were legalised, the drug trade would be less able to fuel serious crime",15,90.96386,50.0,0
92,276,Should there be no limit to freedom of speech?,Isolated speech has zero capacity to inflict physical harm,9,26.74699,23.61446,0
93,202,Should the sale of genetically modified food be banned?,Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies,12,50.0,50.0,0
94,155,Is modern technology a disadvantage to society?,Technologically backwards countries have no power on the global stage,10,30.12048,50.0,0
95,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,61.92771,50.0,0
96,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,76.98795,50.0,0
97,126,Is Science Akin To Religion?,"Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,60.84337,50.0,0
98,162,Should some people feel obliged to change their lifestyle to combat global warming?,People living in privileged positions have a moral responsibility to change their lifestyles,13,58.6747,50.0,0
99,232,Will man-made climate change cause human extinction?,"If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,50.0,50.0,0
100,164,Pro-Life vs Pro-Choice: Should Abortion be Legal?,People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies,21,87.83133,50.0,0
