Order,Index,Topic,Argument,Words,Agreement,Emotions,New
28,24,Are Humans fundamentally different from other animals?,Humans have Human Consciousness which is ontologically and fundamentally different than any other form of consciousness,16,33.9759,43.9759,0
29,289,Should we adapt to climate change rather than avert it?,"Adaptation is a short-term solution, whereas averting climate change is a long-term solution",13,34.45783,14.6988,1
30,117,Is Science Akin To Religion?,Science and religion are similar in that both have been used to explain the origin of man,17,80.0,50.0,1
31,47,Did a divine being create the universe?,Many complex phenomena and interactions in the universe indicate the work of a creator,14,0.0,19.39759,0
32,233,Will man-made climate change cause human extinction?,"Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",20,100.0,30.12048,1
33,229,Will man-made climate change cause human extinction?,The effects of global warming directly threaten the land and environment that humans need to live,16,100.0,3.61446,0
34,272,Should there be no limit to freedom of speech?,Censorship leads to narrow mindedness by preventing sincere and open discussion,11,70.12048,61.92771,0
35,59,Do electronic devices help or hurt children's development?,Using devices in school can negatively affect children's grades,9,29.51807,36.74699,0
36,158,Should some people feel obliged to change their lifestyle to combat global warming?,Politicians and political parties should be responsible for enacting the laws and regulations necessary to make changes at scale,19,100.0,84.21687,0
37,175,Should abortion be considered murder?,"A fetus or embryo is not a person; therefore, abortion should not be considered murder",15,98.19277,100.0,0
38,162,Should some people feel obliged to change their lifestyle to combat global warming?,People living in privileged positions have a moral responsibility to change their lifestyles,13,73.01205,57.95181,1
39,247,Should all drugs be legalised?,Using drugs can be an important and positive experience for individuals and communities,13,79.27711,71.68675,1
40,128,Is Science Akin To Religion?,"There exist many kinds of different religions, some are akin to science, and some are not",16,23.73494,9.03614,1
41,220,Should the use of plastic be avoided?,"The less plastic we use, the less plastic pollution there will be",12,80.96386,87.10843,0
42,202,Should the sale of genetically modified food be banned?,Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies,12,90.36145,78.79518,0
43,124,Is Science Akin To Religion?,"Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth",18,100.0,100.0,0
44,132,Is social media helping or harming human relationships?,Social media allows users to connect with more people,9,63.73494,71.56627,0
45,29,Are Humans fundamentally different from other animals?,Genetics prove humans are fundamentally very similar to other species,10,100.0,99.27711,0
46,155,Is modern technology a disadvantage to society?,Technologically backwards countries have no power on the global stage,10,12.77108,13.25301,1
47,23,Are Humans fundamentally different from other animals?,Humans have a sense of self-awareness and individual identity,9,95.42169,98.19277,0
48,176,Should abortion be considered murder?,Equating abortion with murder would cause women to use unsafe methods and put their lives at risk,17,82.28916,1.68675,0
49,232,Will man-made climate change cause human extinction?,"If tipping points are reached, the collapse of ecosystems can lead to the extinction of the human race",18,100.0,0.0,0
50,140,Should lottery be an integral component of democratic political systems?,"There would be less corruption as every time the lottery happens, all the corruption would leave",16,91.56627,2.40964,1
51,62,Do electronic devices help or hurt children's development?,Boredom sparks creativity but with a smartphone children are never bored and don't learn to be creative,17,28.55422,42.53012,0
52,152,Is modern technology a disadvantage to society?,"Modern Technology is outpacing our ability to comprehend, write and approve any effective policy that can protect us from technological harm",21,27.83133,34.33735,1
53,213,Is Eating Meat Wrong?,Vegetarian diets directly and indirectly contribute to better health outcomes for all humans,13,36.14458,53.37349,1
54,180,Should animal testing be banned?,Animal testing is an effective method of testing products,9,92.53012,70.0,0
55,280,Should there be no limit to freedom of speech?,Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies,13,96.50602,32.16867,0
56,143,Should lottery be an integral component of democratic political systems?,Being appointed to a position of power by lottery would leave many people overwhelmed and unprepared,16,96.98795,9.03614,1
57,204,Should the sale of genetically modified food be banned?,"GMOs are more cost effective than unmodified foods, bringing many benefits",11,41.56627,57.59036,1
58,246,Should all drugs be legalised?,"If drugs were legalised, the drug trade would be less able to fuel serious crime",15,79.03614,41.56627,0
59,188,Should religion be involved in politics?,The involvement of religion in politics is necessary to ensure laws and policies are ethical,15,0.0,0.0,1
60,54,Do electronic devices help or hurt children's development?,Devices can benefit parents by offering them greater control over their children's development,13,26.38554,8.19277,1
61,199,Should the sale of genetically modified food be banned?,Genetically modified food endangers the health of people who consume it,11,0.0,0.0,0
62,166,Pro-Life vs Pro-Choice: Should Abortion be Legal?,The ability for people to control their own reproduction is fundamental to achieving gender equality,15,100.0,100.0,0
63,50,Did a divine being create the universe?,Observations have dwindled for God's creative power as humanity has advanced,11,50.60241,49.75904,0
64,60,Do electronic devices help or hurt children's development?,Devices can negatively affect children's social and psychological development,9,80.0,31.68675,0
65,181,Should nuclear energy replace fossil fuels?,Nuclear energy holds much more potential than fossil fuels in evolving through technological breakthroughs and increased efficiency,17,100.0,89.15663,0
66,216,Is Eating Meat Wrong?,The taste of meat is delicious and brings many people pleasure in a manner that vegetarian food cannot fully imitate,20,21.92771,32.28916,1
67,49,Did a divine being create the universe?,Science offers alternative explanations for the origin of the universe,10,32.28916,8.07229,0
68,221,Should the use of plastic be avoided?,"The less plastic we use, the less plastic we need to produce",12,100.0,100.0,0
69,126,Is Science Akin To Religion?,"Surveying definitions of religion shows a focus on divinity and spirituality, which are not present in Western science at all",20,100.0,75.3012,1
70,121,Is Science Akin To Religion?,Science and religion both need belief in something that you do not personally understand to function,16,0.0,16.14458,0
71,167,Pro-Life vs Pro-Choice: Should Abortion be Legal?,"If people have the right to choose, they could make biased choices regarding which foetuses to abort",17,19.03614,15.3012,0
72,222,Should the use of plastic be avoided?,"Plastics are exported and, therefore, less plastic reduces emissions that result from transportation",13,0.0,5.90361,1
73,184,Should nuclear energy replace fossil fuels?,There is a concern in nuclear reactor safety and potential disaster to stakeholders,13,68.6747,64.93976,1
74,194,Should religion be involved in politics?,Politics and religion should be put aside. Three aspects of life should NOT co-exist: religion-state-army,15,66.26506,31.20482,1
75,290,Should we adapt to climate change rather than avert it?,"If we decide to adapt to climate change, then we will lose the ability to avert it",17,75.18072,21.80723,1
76,101,Is it ethically wrong to watch pornography?,"Masturbation is natural and beneficial, and porn is a useful masturbation aid",12,95.42169,79.75904,0
77,161,Should some people feel obliged to change their lifestyle to combat global warming?,People in today's society should change their lifestyles because the quality of life of future generations is equally important,19,100.0,70.48193,1
78,119,Is Science Akin To Religion?,Science and religion both use personal experience as a means to understand existence,13,0.0,11.20482,1
79,237,Will man-made climate change cause human extinction?,Evidences and statistics suggest that actions taken by us are enough to deal with major climate change,17,20.60241,27.10843,0
80,276,Should there be no limit to freedom of speech?,Isolated speech has zero capacity to inflict physical harm,9,1.44578,1.44578,0
81,198,Should Sex Work Be Legal?,"The legalisation of sex work increases its prevalence, resulting in more harm",12,0.0,0.0,0
82,26,Are Humans fundamentally different from other animals?,"All animals are fundamentally different from each other, and there's nothing unique about humans that separate them from animals",19,100.0,78.43373,0
83,203,Should the sale of genetically modified food be banned?,A universal ban is not the right approach to addressing any potential problems with genetically modified foods,17,100.0,99.75904,1
84,159,Should some people feel obliged to change their lifestyle to combat global warming?,Changes to individual lifestyles do not make a difference,9,0.0,5.54217,0
85,157,Is modern technology a disadvantage to society?,Technology has forever changed day-to-day life for the better,9,84.33735,92.89157,0
86,195,Should Sex Work Be Legal?,The government has no right to outlaw an interaction between consenting adults,12,86.0241,79.39759,0
87,286,Should we adapt to climate change rather than avert it?,Adapting to climate change would be faster than averting it,10,0.0,31.80723,1
88,200,Should the sale of genetically modified food be banned?,Genetically modified foods can be harmful to the environment and ecosystems,11,0.0,16.86747,0
89,193,Should religion be involved in politics?,Involving religion in politics is antithetical to the principles of a secular democratic society,14,63.73494,65.18072,1
90,245,Should all drugs be legalised?,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped,17,71.56627,42.28916,0
91,287,Should we adapt to climate change rather than avert it?,It is impossible to stop climate change and its impacts,10,6.62651,63.25301,0
92,219,Is Eating Meat Wrong?,"Eating meat is a key element of human nature, evolution, and physiology/biology and thus its consumption is inherent to humankind",20,97.83133,73.9759,0
93,249,Should all drugs be legalised?,Drugs should remain banned because they are detrimental to the health of those who use them,16,38.79518,34.21687,0
94,153,Is modern technology a disadvantage to society?,Our society is changing at a pace that must be matched by technological development to prevent disaster,17,28.07229,56.62651,1
95,37,Is Darwinian Evolution Philosophy or Science?,Darwin's theory has logical flaws and is therefore hardly in the realm of science,14,0.0,0.0,0
96,107,Is it ethically wrong to watch pornography?,"Watching pornography contributes to human rights abuses, including gender inequality",10,0.0,0.0,1
97,281,Should there be no limit to freedom of speech?,"One person's freedom ends where another's begins: offensive, threatening speech should be illegal",13,34.21687,35.54217,0
98,138,Should lottery be an integral component of democratic political systems?,Politicians elected via lottery would be better at their job,10,0.84337,0.0,1
99,236,Will man-made climate change cause human extinction?,Climate Change is slow. We can adapt within that timeframe,10,0.0,0.0,1
100,214,Is Eating Meat Wrong?,Ending the production of meat will be necessary in order to meet the growing food needs of the world's population,20,22.77108,27.71084,1
